portfolio_id,student_id,projects,certifications,github_repositories,github_score
3064,4064,4,5,5,67
3065,4065,5,5,13,71
3066,4066,1,2,7,21
3067,4067,5,5,14,76
3068,4068,2,2,12,30
3069,4069,3,4,6,47
3070,4070,1,2,8,31
3071,4071,3,3,13,64
3072,4072,1,3,4,25
3073,4073,3,3,9,42
3074,4074,3,3,7,51
3075,4075,4,3,5,54
3076,4076,3,4,12,52
3077,4077,4,5,11,51
3078,4078,3,4,4,44
3079,4079,3,2,3,69
3080,4080,1,1,10,10
3081,4081,2,2,3,40
3082,4082,5,6,11,56
3083,4083,3,4,12,42
3084,4084,1,2,8,31
3085,4085,2,2,5,40
3086,4086,2,2,7,36
3087,4087,2,3,5,41
3088,4088,4,4,8,56
3089,4089,2,3,12,36
3090,4090,1,2,7,30
3091,4091,3,3,6,47
3092,4092,2,3,7,32
3093,4093,2,2,2,55
3094,4094,2,2,3,35
3095,4095,2,2,4,32
3096,4096,3,3,13,50
3097,4097,4,6,8,44
3098,4098,1,1,7,40
3099,4099,5,6,14,82
3100,4100,4,4,14,60
3101,4101,2,3,12,33
3102,4102,2,2,11,43
3103,4103,2,3,7,41
3104,4104,3,4,9,61
3105,4105,3,4,13,41
3106,4106,4,4,10,48
3107,4107,2,0,2,49
3108,4108,3,2,6,42
3109,4109,2,2,5,33
3110,4110,4,5,14,52
3111,4111,3,3,9,55
3112,4112,2,3,5,28
3113,4113,4,4,12,36
3114,4114,3,3,7,43
3115,4115,2,2,12,24
3116,4116,4,4,9,39
3117,4117,4,5,8,61
3118,4118,2,2,10,44
3119,4119,3,3,13,64
3120,4120,5,4,10,79
3121,4121,1,1,2,47
3122,4122,2,2,5,54
3123,4123,2,3,8,35
3124,4124,1,3,3,34
3125,4125,3,1,13,49
3126,4126,2,1,12,35
3127,4127,3,4,4,49
3128,4128,2,2,10,36
3129,4129,1,1,4,44
3130,4130,4,3,10,53
3131,4131,4,4,14,63
3132,4132,0,0,0,18
3133,4133,1,1,4,21
3134,4134,3,4,10,61
3135,4135,2,2,9,36
3136,4136,1,3,6,25
3137,4137,3,3,7,43
3138,4138,2,2,5,36
3139,4139,2,3,5,34
3140,4140,1,2,2,32
3141,4141,0,1,5,19
3142,4142,2,4,11,25
3143,4143,2,2,8,45
3144,4144,4,4,6,70
3145,4145,1,2,4,39
3146,4146,2,2,4,42
3147,4147,2,2,8,35
3148,4148,2,2,12,35
3149,4149,3,2,8,52
3150,4150,4,3,11,68
3151,4151,1,2,1,23
3152,4152,4,5,5,51
3153,4153,4,6,5,60
3154,4154,4,4,10,61
3155,4155,4,4,9,70
3156,4156,3,4,13,44
3157,4157,4,5,11,65
3158,4158,5,5,11,76
3159,4159,1,2,4,34
3160,4160,4,4,7,32
3161,4161,3,3,4,41
3162,4162,2,4,4,29
3163,4163,5,4,13,57
3164,4164,5,5,9,97
3165,4165,2,3,8,17
3166,4166,4,5,9,56
3167,4167,4,3,7,57
3168,4168,5,5,13,85
3169,4169,4,5,6,48
3170,4170,3,3,6,49
3171,4171,2,1,4,41
3172,4172,1,1,8,23
3173,4173,2,3,4,39
3174,4174,1,1,2,30
3175,4175,4,4,9,66
3176,4176,4,5,8,51
3177,4177,2,4,5,40
3178,4178,4,4,13,74
3179,4179,3,4,10,73
3180,4180,5,4,7,77
3181,4181,5,4,6,66
3182,4182,3,5,6,47
3183,4183,3,4,8,59
3184,4184,2,3,4,22
3185,4185,1,1,2,36
3186,4186,2,3,12,36
3187,4187,5,5,8,67
3188,4188,3,4,13,50
3189,4189,5,5,6,74
3190,4190,1,1,9,22
3191,4191,5,6,13,72
3192,4192,1,2,9,26
3193,4193,3,3,4,43
3194,4194,3,5,9,70
3195,4195,3,4,6,47
3196,4196,5,6,10,69
3197,4197,3,3,3,50
3198,4198,1,2,5,15
3199,4199,2,3,10,28
3200,4200,2,1,4,35
3201,4201,2,2,4,53
3202,4202,3,3,3,50
3203,4203,4,4,4,53
3204,4204,1,1,8,25
3205,4205,4,4,8,62
3206,4206,3,4,3,53
3207,4207,4,4,12,41
3208,4208,3,4,5,48
3209,4209,0,2,9,35
3210,4210,2,4,5,45
3211,4211,3,5,10,47
3212,4212,4,4,14,57
3213,4213,2,1,2,31
3214,4214,4,4,8,77
3215,4215,5,4,11,57
3216,4216,4,5,11,69
3217,4217,4,4,4,79
3218,4218,1,2,7,21
3219,4219,1,1,4,29
3220,4220,2,2,9,22
3221,4221,5,5,12,77
3222,4222,3,3,5,58
3223,4223,1,2,11,30
3224,4224,1,3,2,33
3225,4225,2,3,3,30
3226,4226,3,1,12,57
3227,4227,5,5,9,74
3228,4228,5,4,7,73
3229,4229,2,2,7,61
3230,4230,1,1,3,39
3231,4231,4,4,7,58
3232,4232,2,2,12,28
3233,4233,4,6,12,80
3234,4234,3,3,3,52
3235,4235,4,6,6,68
3236,4236,2,3,6,36
3237,4237,4,5,9,58
3238,4238,2,3,7,35
3239,4239,4,5,14,66
3240,4240,2,1,5,35
3241,4241,2,3,4,41
3242,4242,4,3,10,53
3243,4243,2,1,10,35
3244,4244,2,2,4,28
3245,4245,3,4,10,66
3246,4246,3,5,5,84
3247,4247,4,4,10,84
3248,4248,2,3,11,27
3249,4249,4,4,8,58
3250,4250,4,5,11,72
3251,4251,4,3,13,78
3252,4252,1,3,10,29
3253,4253,2,2,6,31
3254,4254,5,5,5,67
3255,4255,1,1,10,27
3256,4256,3,3,7,58
3257,4257,3,4,12,37
3258,4258,3,3,7,63
3259,4259,3,5,4,53
3260,4260,3,1,4,59
3261,4261,1,3,8,34
3262,4262,4,5,12,49
3263,4263,4,4,11,53
3264,4264,3,3,6,55
3265,4265,4,5,10,59
3266,4266,1,2,10,37
3267,4267,2,4,2,30
3268,4268,2,2,5,43
3269,4269,2,1,11,32
3270,4270,2,4,6,61
3271,4271,3,3,4,58
3272,4272,2,0,3,40
3273,4273,4,6,7,52
3274,4274,1,3,1,36
3275,4275,4,5,12,62
3276,4276,3,4,13,40
3277,4277,5,5,5,74
3278,4278,2,3,2,53
3279,4279,4,5,8,48
3280,4280,3,4,4,49
3281,4281,5,5,8,56
3282,4282,2,1,11,48
3283,4283,2,4,12,45
3284,4284,2,2,11,27
3285,4285,2,4,10,43
3286,4286,4,4,9,50
3287,4287,4,4,13,80
3288,4288,4,4,9,52
3289,4289,4,3,11,68
3290,4290,3,3,8,49
3291,4291,2,1,3,46
3292,4292,3,3,5,48
3293,4293,2,2,12,38
3294,4294,3,4,13,55
3295,4295,3,3,4,54
3296,4296,2,1,9,24
3297,4297,1,1,10,28
3298,4298,4,5,6,60
3299,4299,4,5,7,63
3300,4300,1,2,11,11
3301,4301,2,1,11,19
3302,4302,4,6,8,32
3303,4303,4,3,13,61
3304,4304,2,3,6,40
3305,4305,2,3,9,35
3306,4306,5,4,6,72
3307,4307,2,3,2,45
3308,4308,3,4,11,74
3309,4309,1,2,11,48
3310,4310,4,5,8,56
3311,4311,3,5,6,59
3312,4312,2,1,10,33
3313,4313,2,1,12,34
3314,4314,3,4,13,54
3315,4315,2,3,3,40
3316,4316,1,2,11,15
3317,4317,4,5,10,67
3318,4318,1,2,4,28
3319,4319,3,5,13,50
3320,4320,2,1,5,46
3321,4321,2,1,10,49
3322,4322,5,5,15,70
3323,4323,5,5,11,92
3324,4324,4,3,6,78
3325,4325,3,2,10,49
3326,4326,2,2,12,64
3327,4327,2,3,6,27
3328,4328,5,5,5,68
3329,4329,3,4,9,59
3330,4330,2,3,11,42
3331,4331,1,2,10,30
3332,4332,4,5,10,60
3333,4333,3,2,11,56
3334,4334,4,3,7,65
3335,4335,4,5,12,68
3336,4336,1,1,2,22
3337,4337,4,4,11,73
3338,4338,4,5,4,70
3339,4339,2,2,5,33
3340,4340,3,4,11,51
3341,4341,3,5,5,38
3342,4342,4,5,14,68
3343,4343,2,1,9,43
3344,4344,1,2,10,30
3345,4345,2,3,10,29
3346,4346,4,5,14,50
3347,4347,3,5,3,61
3348,4348,4,4,6,66
3349,4349,3,3,11,36
3350,4350,3,3,13,46
3351,4351,2,2,7,27
3352,4352,2,4,4,49
3353,4353,3,5,6,50
3354,4354,3,2,12,35
3355,4355,1,1,2,36
3356,4356,3,3,10,48
3357,4357,5,5,13,66
3358,4358,4,5,8,49
3359,4359,1,1,6,33
3360,4360,2,3,4,47
3361,4361,5,4,10,97
3362,4362,4,4,8,52
3363,4363,2,1,9,54
3364,4364,3,3,8,58
3365,4365,4,3,13,68
3366,4366,1,2,2,32
3367,4367,3,4,5,72
3368,4368,1,0,6,29
3369,4369,2,3,8,24
3370,4370,3,3,8,41
3371,4371,2,3,11,52
3372,4372,3,3,8,56
3373,4373,2,2,2,38
3374,4374,1,2,11,27
3375,4375,3,4,7,39
3376,4376,3,4,8,57
3377,4377,1,3,4,14
3378,4378,3,3,10,48
3379,4379,3,3,3,59
3380,4380,5,6,7,70
3381,4381,1,1,2,19
3382,4382,2,3,12,27
3383,4383,1,3,10,17
3384,4384,3,1,9,50
3385,4385,2,2,3,38
3386,4386,4,4,14,66
3387,4387,2,2,5,44
3388,4388,4,3,5,47
3389,4389,5,5,11,74
3390,4390,4,4,5,72
3391,4391,2,3,3,39
3392,4392,4,5,6,49
3393,4393,1,1,7,28
3394,4394,2,3,6,20
3395,4395,2,3,8,37
3396,4396,3,2,5,43
3397,4397,1,2,6,29
3398,4398,5,4,7,61
3399,4399,2,3,9,43
3400,4400,4,5,9,61
3401,4401,3,3,5,61
3402,4402,2,3,5,46
3403,4403,3,4,11,50
3404,4404,3,3,10,43
3405,4405,5,6,7,67
3406,4406,3,4,5,38
3407,4407,4,3,11,53
3408,4408,2,1,5,49
3409,4409,1,0,8,34
3410,4410,1,2,9,35
3411,4411,3,5,5,53
3412,4412,2,3,2,59
3413,4413,2,2,12,39
3414,4414,3,3,6,49
3415,4415,1,2,5,28
3416,4416,3,4,13,44
3417,4417,2,1,8,54
3418,4418,1,1,4,39
3419,4419,0,2,0,16
3420,4420,4,5,10,56
3421,4421,1,2,10,31
3422,4422,2,0,6,21
3423,4423,4,6,9,51
3424,4424,5,5,10,79
3425,4425,1,2,6,17
3426,4426,2,4,9,51
3427,4427,3,2,13,51
3428,4428,2,2,9,38
3429,4429,3,1,11,45
3430,4430,2,2,2,56
3431,4431,2,3,10,27
3432,4432,4,3,11,58
3433,4433,4,3,12,65
3434,4434,5,5,6,71
3435,4435,1,2,10,20
3436,4436,2,2,5,52
3437,4437,3,4,9,52
3438,4438,5,5,14,69
3439,4439,4,5,11,54
3440,4440,5,5,9,74
3441,4441,3,2,7,46
3442,4442,2,1,11,57
3443,4443,1,3,1,19
3444,4444,3,3,5,58
3445,4445,2,3,11,31
3446,4446,3,1,13,71
3447,4447,3,3,10,53
3448,4448,1,2,6,36
3449,4449,2,3,7,36
3450,4450,2,2,6,43
3451,4451,1,3,1,23
3452,4452,4,5,5,67
3453,4453,2,1,11,53
3454,4454,3,4,10,53
3455,4455,2,3,6,28
3456,4456,5,4,15,60
3457,4457,2,1,3,45
3458,4458,3,4,13,51
3459,4459,2,1,3,45
3460,4460,2,2,9,31
3461,4461,4,4,6,67
3462,4462,3,5,6,47
3463,4463,2,2,2,49
3464,4464,4,4,10,46
3465,4465,1,2,1,23
3466,4466,3,4,9,45
3467,4467,4,3,7,58
3468,4468,1,1,6,36
3469,4469,4,4,11,41
3470,4470,3,3,5,49
3471,4471,2,4,3,47
3472,4472,4,3,14,55
3473,4473,2,3,10,44
3474,4474,2,2,8,29
3475,4475,2,3,8,50
3476,4476,3,4,5,62
3477,4477,3,5,5,37
3478,4478,3,4,3,44
3479,4479,3,2,4,53
3480,4480,5,4,6,78
3481,4481,1,2,8,35
3482,4482,3,3,11,48
3483,4483,0,1,2,10
3484,4484,2,3,4,22
3485,4485,4,6,4,52
3486,4486,3,5,9,42
3487,4487,3,4,7,56
3488,4488,2,3,5,45
3489,4489,3,3,5,40
3490,4490,4,3,5,45
3491,4491,1,2,10,25
3492,4492,4,3,7,57
3493,4493,3,5,7,60
3494,4494,2,3,5,49
3495,4495,1,3,5,50
3496,4496,1,2,9,29
3497,4497,5,4,8,76
3498,4498,4,4,12,66
3499,4499,3,4,3,34
3500,4500,4,3,6,83
3501,4501,2,1,5,22
3502,4502,3,3,10,41
3503,4503,4,5,14,65
3504,4504,4,6,12,71
3505,4505,1,3,11,37
3506,4506,2,2,6,21
3507,4507,1,1,9,15
3508,4508,1,2,6,47
3509,4509,4,3,6,66
3510,4510,2,3,9,46
3511,4511,3,2,4,49
3512,4512,4,5,12,71
3513,4513,3,4,6,57
3514,4514,5,6,8,63
3515,4515,2,3,8,32
3516,4516,2,3,3,40
3517,4517,2,2,2,38
3518,4518,3,3,3,48
3519,4519,2,2,5,36
3520,4520,2,2,11,48
3521,4521,2,2,2,58
3522,4522,2,2,7,54
3523,4523,3,4,7,40
3524,4524,3,4,12,48
3525,4525,3,4,6,53
3526,4526,2,3,10,57
3527,4527,2,3,8,46
3528,4528,0,2,9,15
3529,4529,2,3,5,44
3530,4530,3,2,11,42
3531,4531,1,2,11,37
3532,4532,1,2,8,22
3533,4533,4,6,4,74
3534,4534,3,3,3,39
3535,4535,2,0,2,32
3536,4536,3,3,12,63
3537,4537,2,3,2,43
3538,4538,0,0,2,17
3539,4539,3,5,9,41
3540,4540,4,3,9,51
3541,4541,4,5,8,75
3542,4542,3,2,9,54
3543,4543,1,1,11,38
3544,4544,5,4,5,79
3545,4545,4,3,10,62
3546,4546,2,2,2,32
3547,4547,2,2,3,38
3548,4548,4,4,11,58
3549,4549,2,1,2,43
3550,4550,2,2,12,35
3551,4551,4,4,7,64
3552,4552,5,5,14,73
3553,4553,3,4,6,60
3554,4554,5,6,10,65
3555,4555,2,3,8,35
3556,4556,5,4,9,89
3557,4557,4,5,5,64
3558,4558,2,3,8,50
3559,4559,2,4,5,17
3560,4560,2,2,10,55
3561,4561,3,4,13,63
3562,4562,3,4,12,68
3563,4563,1,1,6,24
3564,4564,3,2,5,49
3565,4565,3,6,4,47
3566,4566,3,3,13,47
3567,4567,3,3,9,48
3568,4568,5,5,7,79
3569,4569,3,1,5,54
3570,4570,4,3,4,48
3571,4571,2,4,11,49
3572,4572,3,2,3,54
3573,4573,5,5,9,62
3574,4574,3,4,13,40
3575,4575,2,3,7,36
3576,4576,5,3,7,69
3577,4577,4,5,12,57
3578,4578,3,4,10,56
3579,4579,1,2,5,34
3580,4580,1,3,3,30
3581,4581,0,2,5,10
3582,4582,4,6,12,69
3583,4583,1,2,8,37
3584,4584,4,5,6,70
3585,4585,3,3,3,49
3586,4586,3,5,10,55
3587,4587,4,3,4,74
3588,4588,1,2,8,27
3589,4589,5,5,15,78
3590,4590,3,4,5,41
3591,4591,1,1,2,13
3592,4592,0,1,3,25
3593,4593,4,6,5,52
3594,4594,4,6,6,53
3595,4595,4,5,12,59
3596,4596,2,3,3,48
3597,4597,4,5,9,71
3598,4598,5,5,10,59
3599,4599,2,2,3,17
3600,4600,3,3,10,58
3601,4601,3,3,3,51
3602,4602,4,5,5,62
3603,4603,1,1,9,29
3604,4604,3,2,8,60
3605,4605,4,5,8,63
3606,4606,3,5,7,45
3607,4607,3,2,4,47
3608,4608,4,4,4,56
3609,4609,5,4,9,61
3610,4610,2,1,6,62
3611,4611,2,3,2,47
3612,4612,4,4,14,47
3613,4613,2,3,4,41
3614,4614,1,0,2,40
3615,4615,3,5,11,60
3616,4616,5,5,11,81
3617,4617,2,2,3,40
3618,4618,5,5,10,70
3619,4619,3,3,12,66
3620,4620,3,3,9,45
3621,4621,2,2,3,41
3622,4622,2,3,7,44
3623,4623,3,4,3,53
3624,4624,1,2,11,28
3625,4625,3,4,5,57
3626,4626,3,3,4,42
3627,4627,4,4,8,56
3628,4628,4,4,9,56
3629,4629,5,4,14,68
3630,4630,3,3,12,51
3631,4631,4,4,4,67
3632,4632,4,5,6,54
3633,4633,4,4,4,59
3634,4634,3,3,13,35
3635,4635,2,4,4,38
3636,4636,4,4,9,56
3637,4637,1,3,3,27
3638,4638,4,5,12,61
3639,4639,3,4,6,57
3640,4640,2,3,11,39
3641,4641,4,4,5,62
3642,4642,4,3,9,53
3643,4643,1,1,4,37
3644,4644,2,2,12,39
3645,4645,1,1,4,16
3646,4646,4,4,5,68
3647,4647,2,4,8,25
3648,4648,1,2,8,36
3649,4649,4,5,11,68
3650,4650,1,1,11,39
3651,4651,4,3,7,63
3652,4652,3,3,7,47
3653,4653,2,2,9,44
3654,4654,2,0,12,39
3655,4655,2,3,3,55
3656,4656,3,4,11,44
3657,4657,1,2,2,33
3658,4658,2,2,10,38
3659,4659,3,3,7,81
3660,4660,2,4,7,41
3661,4661,1,3,5,28
3662,4662,3,3,3,48
3663,4663,4,3,14,51
3664,4664,3,4,10,48
3665,4665,2,3,3,27
3666,4666,4,6,7,67
3667,4667,3,3,12,34
3668,4668,1,2,2,46
3669,4669,1,2,9,28
3670,4670,3,4,11,55
3671,4671,2,1,5,52
3672,4672,3,5,5,38
3673,4673,4,5,8,63
3674,4674,1,1,8,20
3675,4675,4,6,10,53
3676,4676,1,1,11,13
3677,4677,4,5,9,66
3678,4678,4,3,14,61
3679,4679,4,3,4,69
3680,4680,1,3,4,30
3681,4681,4,4,13,70
3682,4682,2,1,7,44
3683,4683,2,3,9,44
3684,4684,3,3,13,56
3685,4685,1,4,6,23
3686,4686,3,5,8,44
3687,4687,4,3,6,50
3688,4688,3,4,4,62
3689,4689,5,5,13,69
3690,4690,3,4,12,36
3691,4691,3,4,9,49
3692,4692,2,1,6,33
3693,4693,5,5,8,67
3694,4694,5,5,13,70
3695,4695,3,3,13,73
3696,4696,3,4,5,64
3697,4697,2,3,5,38
3698,4698,3,4,6,45
3699,4699,3,4,10,60
3700,4700,3,4,13,43
3701,4701,4,4,8,65
3702,4702,5,5,15,74
3703,4703,1,1,8,36
3704,4704,3,2,3,39
3705,4705,4,6,4,61
3706,4706,2,2,6,61
3707,4707,2,1,3,38
3708,4708,4,4,4,62
3709,4709,2,2,3,33
3710,4710,2,1,6,40
3711,4711,1,2,1,33
3712,4712,1,2,6,41
3713,4713,5,5,5,83
3714,4714,3,4,11,50
3715,4715,2,2,10,33
3716,4716,2,3,5,39
3717,4717,4,5,13,52
3718,4718,3,4,7,48
3719,4719,1,3,11,23
3720,4720,1,2,3,38
3721,4721,3,3,4,51
3722,4722,3,3,8,42
3723,4723,2,3,4,53
3724,4724,1,2,5,32
3725,4725,2,3,9,39
3726,4726,3,3,12,33
3727,4727,2,1,12,16
3728,4728,3,3,10,42
3729,4729,3,3,12,32
3730,4730,1,3,3,40
3731,4731,2,3,5,37
3732,4732,4,4,8,72
3733,4733,4,4,4,56
3734,4734,5,5,9,65
3735,4735,4,5,10,54
3736,4736,2,3,9,29
3737,4737,3,3,10,56
3738,4738,5,4,9,57
3739,4739,3,3,3,59
3740,4740,5,5,7,76
3741,4741,2,3,10,35
3742,4742,3,3,13,40
3743,4743,4,3,8,65
3744,4744,2,3,3,31
3745,4745,2,3,2,26
3746,4746,2,2,5,31
3747,4747,2,2,10,44
3748,4748,4,6,5,61
3749,4749,2,1,5,39
3750,4750,1,1,4,29
3751,4751,1,3,10,10
3752,4752,2,3,6,48
3753,4753,4,4,13,53
3754,4754,2,3,9,61
3755,4755,1,1,10,29
3756,4756,3,3,3,41
3757,4757,1,1,1,37
3758,4758,3,4,5,52
3759,4759,3,4,11,38
3760,4760,3,2,6,57
3761,4761,3,3,12,50
3762,4762,3,4,13,56
3763,4763,1,1,3,24
3764,4764,2,2,7,45
3765,4765,2,2,4,37
3766,4766,1,1,3,14
3767,4767,1,3,5,31
3768,4768,4,5,8,55
3769,4769,3,3,5,68
3770,4770,2,3,8,10
3771,4771,3,4,5,69
3772,4772,4,4,6,58
3773,4773,3,2,8,50
3774,4774,2,2,4,51
3775,4775,2,3,3,45
3776,4776,3,3,7,56
3777,4777,4,5,10,81
3778,4778,2,2,12,36
3779,4779,2,3,3,42
3780,4780,0,1,3,10
3781,4781,2,3,12,39
3782,4782,3,4,13,59
3783,4783,2,0,11,30
3784,4784,2,3,6,40
3785,4785,2,3,4,48
3786,4786,2,3,5,47
3787,4787,4,5,5,64
3788,4788,5,6,12,74
3789,4789,2,4,4,45
3790,4790,5,4,7,68
3791,4791,2,4,6,51
3792,4792,1,1,7,29
3793,4793,2,2,5,47
3794,4794,3,4,8,64
3795,4795,1,1,6,29
3796,4796,1,3,2,22
3797,4797,2,1,8,41
3798,4798,3,3,7,46
3799,4799,1,1,2,35
3800,4800,1,0,1,19
3801,4801,2,2,3,54
3802,4802,2,3,6,46
3803,4803,0,2,8,28
3804,4804,3,4,5,55
3805,4805,4,4,7,52
3806,4806,2,2,2,42
3807,4807,3,4,6,50
3808,4808,3,4,12,55
3809,4809,1,2,7,13
3810,4810,1,2,2,21
3811,4811,3,2,7,54
3812,4812,1,2,9,37
3813,4813,2,2,6,37
3814,4814,4,5,10,49
3815,4815,3,5,3,41
3816,4816,4,4,7,56
3817,4817,4,5,13,54
3818,4818,3,3,3,45
3819,4819,3,4,10,23
3820,4820,5,6,6,56
3821,4821,3,3,13,31
3822,4822,2,2,11,37
3823,4823,4,3,5,47
3824,4824,4,4,5,62
3825,4825,1,1,9,35
3826,4826,4,3,5,49
3827,4827,2,3,12,46
3828,4828,1,2,4,41
3829,4829,4,6,5,67
3830,4830,4,5,13,50
3831,4831,5,5,15,70
3832,4832,3,6,3,57
3833,4833,2,2,9,31
3834,4834,3,3,10,36
3835,4835,4,5,11,47
3836,4836,2,2,3,36
3837,4837,3,3,7,52
3838,4838,1,2,4,53
3839,4839,1,2,3,25
3840,4840,1,1,4,43
3841,4841,4,4,5,50
3842,4842,3,3,11,41
3843,4843,2,4,4,42
3844,4844,4,4,4,60
3845,4845,1,2,7,28
3846,4846,2,1,7,25
3847,4847,4,4,4,51
3848,4848,3,4,3,48
3849,4849,3,3,5,52
3850,4850,4,4,9,48
3851,4851,3,3,4,47
3852,4852,3,4,8,58
3853,4853,3,4,10,55
3854,4854,3,4,6,49
3855,4855,2,3,12,46
3856,4856,3,3,5,48
3857,4857,3,4,11,49
3858,4858,0,2,4,33
3859,4859,3,2,3,44
3860,4860,5,5,14,68
3861,4861,4,4,4,57
3862,4862,0,2,9,29
3863,4863,2,3,11,48
3864,4864,3,3,5,70
3865,4865,4,4,13,57
3866,4866,3,6,13,35
3867,4867,3,2,10,47
3868,4868,4,4,13,64
3869,4869,2,2,5,65
3870,4870,2,2,2,43
3871,4871,4,6,11,62
3872,4872,0,0,9,35
3873,4873,4,6,7,66
3874,4874,3,4,5,42
3875,4875,3,3,12,38
3876,4876,2,3,9,30
3877,4877,1,3,10,35
3878,4878,3,2,3,53
3879,4879,2,1,5,48
3880,4880,2,2,7,51
3881,4881,3,3,3,44
3882,4882,4,5,13,69
3883,4883,2,2,9,36
3884,4884,2,2,8,29
3885,4885,1,3,6,33
3886,4886,2,3,5,20
3887,4887,2,2,12,27
3888,4888,4,5,13,67
3889,4889,3,2,9,62
3890,4890,3,4,9,60
3891,4891,3,3,13,41
3892,4892,4,5,14,52
3893,4893,4,5,14,63
3894,4894,3,1,3,52
3895,4895,2,2,12,40
3896,4896,2,3,12,32
3897,4897,5,6,15,69
3898,4898,3,1,8,52
3899,4899,4,3,8,71
3900,4900,2,2,5,37
3901,4901,3,3,11,44
3902,4902,4,5,8,59
3903,4903,3,3,6,55
3904,4904,3,2,3,51
3905,4905,1,1,4,24
3906,4906,4,5,5,52
3907,4907,3,3,10,64
3908,4908,3,4,9,65
3909,4909,4,5,9,49
3910,4910,2,2,7,48
3911,4911,1,2,5,31
3912,4912,4,4,14,62
3913,4913,5,4,12,66
3914,4914,2,2,9,24
3915,4915,2,3,5,49
3916,4916,1,2,8,33
3917,4917,2,3,12,49
3918,4918,2,4,2,45
3919,4919,3,3,9,45
3920,4920,1,1,7,34
3921,4921,5,4,6,55
3922,4922,4,3,10,75
3923,4923,3,6,8,57
3924,4924,4,4,6,48
3925,4925,4,5,12,58
3926,4926,2,1,10,43
3927,4927,4,4,8,54
3928,4928,4,6,13,61
3929,4929,2,4,12,16
3930,4930,2,2,2,40
3931,4931,0,1,7,20
3932,4932,2,4,2,41
3933,4933,1,2,8,45
3934,4934,4,5,11,53
3935,4935,4,3,5,63
3936,4936,4,5,10,83
3937,4937,2,2,12,24
3938,4938,4,4,13,74
3939,4939,1,1,7,13
3940,4940,4,4,14,64
3941,4941,2,3,2,37
3942,4942,5,5,12,75
3943,4943,4,6,11,52
3944,4944,2,3,7,45
3945,4945,2,2,8,40
3946,4946,2,2,12,43
3947,4947,4,2,9,54
3948,4948,2,3,9,31
3949,4949,1,3,9,32
3950,4950,4,5,11,60
3951,4951,2,1,11,34
3952,4952,4,5,11,58
3953,4953,3,5,11,59
3954,4954,3,4,13,73
3955,4955,1,3,2,38
3956,4956,4,4,5,52
3957,4957,1,2,4,38
3958,4958,2,2,12,27
3959,4959,2,4,10,52
3960,4960,2,2,5,49
3961,4961,1,1,8,41
3962,4962,2,2,7,33
3963,4963,3,2,8,57
3964,4964,2,3,12,43
3965,4965,3,4,5,62
3966,4966,2,2,9,34
3967,4967,3,3,5,48
3968,4968,1,1,5,29
3969,4969,1,1,9,22
3970,4970,3,4,10,53
3971,4971,3,4,13,43
3972,4972,4,5,4,36
3973,4973,4,4,9,39
3974,4974,3,3,8,45
3975,4975,4,3,6,63
3976,4976,4,5,5,62
3977,4977,4,3,5,54
3978,4978,4,3,8,49
3979,4979,3,3,5,63
3980,4980,2,3,10,38
3981,4981,3,4,10,51
3982,4982,0,2,7,25
3983,4983,0,0,5,16
3984,4984,2,0,12,54
3985,4985,0,1,10,15
3986,4986,4,6,5,57
3987,4987,3,2,6,56
3988,4988,5,5,8,76
3989,4989,5,5,13,70
3990,4990,1,2,4,36
3991,4991,2,3,7,45
3992,4992,1,1,2,19
3993,4993,1,1,3,29
3994,4994,0,1,5,10
3995,4995,3,4,6,51
3996,4996,4,5,10,66
3997,4997,2,3,8,22
3998,4998,5,6,14,70
3999,4999,2,4,10,40
4000,5000,3,5,13,36
4001,5001,5,5,14,85
4002,5002,4,4,14,38
4003,5003,3,3,8,58
4004,5004,2,4,9,27
4005,5005,4,5,12,79
4006,5006,2,3,7,50
4007,5007,1,4,5,16
4008,5008,2,3,11,32
4009,5009,3,5,7,62
4010,5010,4,5,11,65
4011,5011,2,1,3,50
4012,5012,1,2,7,41
4013,5013,2,2,11,36
4014,5014,2,3,9,45
4015,5015,1,0,2,34
4016,5016,5,6,12,76
4017,5017,4,6,14,59
4018,5018,3,4,7,51
4019,5019,2,2,5,60
4020,5020,3,3,9,49
4021,5021,4,6,6,51
4022,5022,1,2,3,17
4023,5023,2,2,6,35
4024,5024,4,3,11,76
4025,5025,2,3,2,41
4026,5026,2,1,11,53
4027,5027,3,4,9,52
4028,5028,4,6,13,54
4029,5029,1,2,4,29
4030,5030,4,5,8,64
4031,5031,2,3,10,29
4032,5032,2,4,8,46
4033,5033,1,2,5,29
4034,5034,2,2,10,19
4035,5035,2,1,11,29
4036,5036,3,3,3,55
4037,5037,3,3,5,70
4038,5038,4,5,14,62
4039,5039,3,4,10,42
4040,5040,1,1,3,24
4041,5041,3,2,8,57
4042,5042,2,1,8,39
4043,5043,3,5,8,56
4044,5044,3,3,7,35
4045,5045,1,1,11,29
4046,5046,2,1,4,61
4047,5047,3,3,3,53
4048,5048,5,5,13,74
4049,5049,5,5,14,83
4050,5050,4,4,11,63
4051,5051,5,6,15,73
4052,5052,2,1,8,36
4053,5053,2,3,7,40
4054,5054,1,3,9,27
4055,5055,4,4,11,70
4056,5056,2,4,10,48
4057,5057,3,5,9,39
4058,5058,4,4,6,73
4059,5059,2,4,4,59
4060,5060,3,4,6,53
4061,5061,2,1,2,41
