skill_id,student_id,python,java,sql,machine_learning,data_science,communication,coding_score
2143,3143,69,76,76,58,55,74,135
2144,3144,90,83,98,84,84,87,408
2145,3145,80,83,79,71,81,94,409
2146,3146,73,66,78,56,59,51,331
2147,3147,94,90,94,79,87,100,410
2148,3148,79,82,81,65,68,80,221
2149,3149,85,91,90,75,81,81,413
2150,3150,84,80,80,71,86,88,325
2151,3151,58,51,62,56,62,47,130
2152,3152,93,86,91,78,86,79,404
2153,3153,79,75,83,66,82,70,263
2154,3154,78,74,80,73,79,74,251
2155,3155,98,94,100,80,100,88,492
2156,3156,49,51,43,41,35,48,61
2157,3157,63,68,71,59,67,60,190
2158,3158,96,87,89,97,94,84,313
2159,3159,73,81,78,57,59,74,111
2160,3160,59,65,54,52,53,51,17
2161,3161,66,72,67,52,59,78,213
2162,3162,98,92,100,82,97,87,374
2163,3163,71,63,71,70,65,91,249
2164,3164,86,89,83,77,88,89,334
2165,3165,68,59,76,66,61,63,279
2166,3166,97,92,95,96,85,93,261
2167,3167,74,77,66,64,69,71,204
2168,3168,94,100,88,87,91,87,329
2169,3169,72,74,65,57,77,49,249
2170,3170,82,80,87,64,68,68,322
2171,3171,77,87,76,68,64,80,315
2172,3172,51,56,53,49,41,57,136
2173,3173,58,51,56,53,44,46,86
2174,3174,78,77,74,67,80,75,369
2175,3175,95,97,100,77,91,85,436
2176,3176,90,83,82,79,83,74,396
2177,3177,59,63,63,57,63,59,48
2178,3178,79,71,74,75,82,80,432
2179,3179,86,96,93,71,91,86,423
2180,3180,72,71,80,64,63,80,182
2181,3181,96,100,96,84,87,93,525
2182,3182,80,82,88,71,68,73,178
2183,3183,72,66,72,54,65,74,221
2184,3184,52,62,50,45,40,46,154
2185,3185,64,71,71,52,49,65,84
2186,3186,88,82,92,74,81,76,409
2187,3187,65,55,63,53,60,75,96
2188,3188,86,90,86,77,75,82,286
2189,3189,58,58,61,45,43,65,121
2190,3190,66,57,66,61,62,71,200
2191,3191,70,60,73,63,71,67,227
2192,3192,83,73,78,68,69,73,460
2193,3193,84,76,78,71,78,77,346
2194,3194,75,77,69,73,64,81,200
2195,3195,76,84,82,59,75,81,149
2196,3196,85,86,91,69,82,84,369
2197,3197,92,98,98,92,94,95,436
2198,3198,70,73,75,55,64,69,268
2199,3199,73,83,77,69,77,88,259
2200,3200,93,87,86,80,92,100,462
2201,3201,56,66,49,54,51,60,137
2202,3202,74,83,70,60,63,68,239
2203,3203,94,93,91,88,90,100,462
2204,3204,58,56,58,50,54,54,175
2205,3205,92,85,96,92,88,100,320
2206,3206,100,91,95,95,91,83,380
2207,3207,51,55,44,41,42,41,67
2208,3208,64,61,66,63,56,56,161
2209,3209,47,47,42,41,41,47,170
2210,3210,58,62,52,49,53,56,68
2211,3211,89,82,88,91,88,87,283
2212,3212,100,100,92,100,99,84,479
2213,3213,94,100,89,91,99,90,452
2214,3214,54,45,60,42,52,49,142
2215,3215,100,99,100,98,100,96,433
2216,3216,72,66,66,72,68,84,261
2217,3217,77,70,71,70,78,76,307
2218,3218,75,84,69,64,64,70,170
2219,3219,82,84,90,79,85,83,241
2220,3220,58,51,50,44,51,63,48
2221,3221,75,80,74,69,77,71,337
2222,3222,86,95,88,71,87,78,207
2223,3223,43,50,37,37,48,46,62
2224,3224,58,54,58,51,63,63,222
2225,3225,94,94,91,78,81,100,470
2226,3226,93,92,96,93,92,97,480
2227,3227,74,84,77,71,75,77,269
2228,3228,69,68,62,59,56,74,240
2229,3229,54,59,56,55,52,51,158
2230,3230,53,48,49,35,50,52,117
2231,3231,60,60,57,47,65,69,136
2232,3232,91,99,85,73,79,83,461
2233,3233,61,51,69,58,50,53,183
2234,3234,48,40,52,31,52,52,18
2235,3235,87,86,82,74,86,83,265
2236,3236,78,72,72,80,67,88,179
2237,3237,64,71,66,48,51,70,198
2238,3238,73,68,65,74,68,76,395
2239,3239,60,67,63,52,61,62,97
2240,3240,92,100,100,81,96,93,358
2241,3241,82,72,78,75,70,57,438
2242,3242,74,72,79,67,79,75,314
2243,3243,93,88,95,95,98,100,388
2244,3244,83,89,86,71,68,78,471
2245,3245,74,72,74,68,75,81,320
2246,3246,88,86,85,90,83,93,295
2247,3247,82,72,89,81,87,73,199
2248,3248,87,85,87,79,89,79,471
2249,3249,84,93,92,71,70,90,243
2250,3250,68,59,60,65,70,57,254
2251,3251,78,88,83,63,66,75,248
2252,3252,100,100,100,87,85,100,467
2253,3253,100,100,97,91,90,100,435
2254,3254,73,73,70,60,75,65,317
2255,3255,53,53,53,44,43,55,85
2256,3256,64,70,57,47,61,67,141
2257,3257,56,48,61,40,53,72,180
2258,3258,73,76,65,72,68,79,272
2259,3259,85,81,79,73,87,70,290
2260,3260,100,95,98,100,92,100,444
2261,3261,74,75,75,74,66,69,321
2262,3262,94,84,100,86,94,90,338
2263,3263,93,98,87,81,83,100,339
2264,3264,65,70,62,50,51,71,117
2265,3265,57,60,54,53,62,44,114
2266,3266,99,100,91,100,94,96,430
2267,3267,93,100,100,91,82,94,338
2268,3268,86,84,88,69,76,78,318
2269,3269,66,59,69,57,66,64,341
2270,3270,81,76,78,79,68,74,221
2271,3271,57,59,53,40,45,65,167
2272,3272,68,73,75,51,54,56,268
2273,3273,69,64,66,70,57,69,236
2274,3274,91,81,95,93,80,93,252
2275,3275,100,100,95,95,87,94,446
2276,3276,88,86,93,81,88,92,479
2277,3277,85,86,77,76,83,79,261
2278,3278,61,65,66,54,65,62,211
2279,3279,77,84,85,61,77,87,183
2280,3280,93,83,95,81,92,77,475
2281,3281,54,54,49,55,39,50,108
2282,3282,60,60,56,54,51,54,147
2283,3283,72,68,80,72,73,66,316
2284,3284,73,79,78,58,62,58,317
2285,3285,70,80,64,66,73,61,113
2286,3286,76,69,82,71,66,76,173
2287,3287,75,72,77,70,62,80,274
2288,3288,68,59,68,65,71,63,214
2289,3289,95,88,100,83,87,99,398
2290,3290,65,67,73,53,65,63,283
2291,3291,64,61,60,53,50,71,147
2292,3292,100,99,100,91,96,100,312
2293,3293,94,100,93,82,96,96,265
2294,3294,69,59,62,65,57,69,86
2295,3295,88,80,93,88,73,74,328
2296,3296,54,46,60,41,41,46,43
2297,3297,71,69,77,59,60,84,142
2298,3298,80,82,88,66,82,90,407
2299,3299,71,72,65,64,76,75,79
2300,3300,64,57,72,51,50,75,213
2301,3301,100,90,100,94,99,100,427
2302,3302,85,84,80,78,71,70,306
2303,3303,100,100,100,97,94,100,423
2304,3304,86,93,90,80,75,82,425
2305,3305,75,70,83,74,68,77,155
2306,3306,97,88,100,95,86,100,373
2307,3307,78,76,84,76,75,71,498
2308,3308,65,66,65,65,57,66,100
2309,3309,80,88,85,76,84,72,140
2310,3310,86,85,90,76,78,82,307
2311,3311,72,63,77,73,77,83,196
2312,3312,96,100,100,90,94,100,316
2313,3313,54,53,59,40,46,44,76
2314,3314,75,73,68,59,62,74,328
2315,3315,65,60,59,48,64,65,84
2316,3316,53,60,58,44,48,59,35
2317,3317,72,64,73,71,74,62,227
2318,3318,100,100,96,91,97,96,429
2319,3319,75,77,70,71,79,58,224
2320,3320,71,72,65,58,72,76,67
2321,3321,43,46,39,41,46,53,141
2322,3322,80,84,78,65,83,88,292
2323,3323,60,63,56,52,54,73,200
2324,3324,95,93,89,78,97,100,384
2325,3325,87,86,80,89,89,81,304
2326,3326,73,72,74,55,62,68,217
2327,3327,81,79,85,71,81,81,265
2328,3328,73,75,80,66,66,75,119
2329,3329,75,80,79,68,63,77,215
2330,3330,79,85,85,66,66,77,303
2331,3331,89,86,95,71,75,93,381
2332,3332,80,74,78,68,74,78,261
2333,3333,73,63,73,57,59,78,255
2334,3334,62,58,57,58,58,53,129
2335,3335,68,76,63,55,69,66,172
2336,3336,86,77,89,79,75,91,273
2337,3337,78,78,84,61,80,75,140
2338,3338,70,79,74,59,72,60,242
2339,3339,82,80,78,79,74,80,338
2340,3340,64,73,63,62,51,60,152
2341,3341,53,59,53,55,44,35,12
2342,3342,56,53,59,40,49,52,107
2343,3343,82,91,75,66,87,87,348
2344,3344,69,61,73,53,70,51,163
2345,3345,83,79,91,77,72,87,372
2346,3346,79,86,83,64,75,76,186
2347,3347,77,87,79,70,72,82,304
2348,3348,72,80,65,64,59,74,221
2349,3349,94,100,89,82,95,88,376
2350,3350,98,100,90,90,83,90,479
2351,3351,58,65,59,59,54,56,138
2352,3352,74,74,75,64,59,86,389
2353,3353,64,61,56,51,49,57,61
2354,3354,74,72,82,73,60,71,311
2355,3355,76,71,79,75,64,80,242
2356,3356,100,100,100,97,86,100,470
2357,3357,76,78,74,66,77,73,225
2358,3358,61,65,59,55,57,69,78
2359,3359,82,84,77,67,83,83,380
2360,3360,53,46,57,47,52,55,157
2361,3361,76,83,77,68,65,78,310
2362,3362,96,100,88,78,93,100,439
2363,3363,77,70,71,79,71,68,381
2364,3364,57,66,54,57,49,52,207
2365,3365,81,75,78,72,79,85,182
2366,3366,91,85,88,83,85,89,460
2367,3367,73,66,71,61,75,59,311
2368,3368,57,48,56,39,54,66,163
2369,3369,76,82,70,67,65,80,249
2370,3370,77,70,80,76,71,91,203
2371,3371,49,52,57,48,38,50,5
2372,3372,79,80,72,78,82,82,411
2373,3373,97,100,94,79,97,99,467
2374,3374,82,83,90,75,85,96,237
2375,3375,68,75,65,53,53,67,241
2376,3376,47,52,41,40,36,43,84
2377,3377,68,68,75,64,71,58,187
2378,3378,87,80,79,87,85,84,481
2379,3379,94,96,92,85,87,100,351
2380,3380,72,74,79,63,67,69,320
2381,3381,83,78,78,65,71,80,269
2382,3382,52,56,55,47,56,46,94
2383,3383,97,100,91,99,87,100,390
2384,3384,74,67,75,56,62,83,284
2385,3385,76,73,70,65,78,79,278
2386,3386,69,72,66,66,62,71,259
2387,3387,79,81,85,78,75,90,217
2388,3388,65,62,69,50,50,75,133
2389,3389,94,88,99,77,91,100,435
2390,3390,93,92,85,81,82,77,357
2391,3391,81,71,78,80,74,94,458
2392,3392,92,92,98,89,94,89,278
2393,3393,75,71,77,62,78,77,281
2394,3394,63,69,60,65,68,48,132
2395,3395,86,83,91,72,85,80,462
2396,3396,53,53,46,46,49,51,87
2397,3397,78,77,78,67,74,70,341
2398,3398,77,67,78,67,82,86,263
2399,3399,70,61,66,56,72,78,329
2400,3400,86,77,81,83,76,81,261
2401,3401,100,100,100,90,85,95,466
2402,3402,82,82,80,66,68,89,161
2403,3403,82,77,88,80,86,89,468
2404,3404,60,52,59,52,61,61,98
2405,3405,62,58,57,56,66,62,147
2406,3406,55,45,62,48,52,50,113
2407,3407,94,88,91,92,90,95,444
2408,3408,55,61,48,44,59,58,173
2409,3409,93,100,88,88,97,97,488
2410,3410,59,55,63,53,60,56,102
2411,3411,88,90,82,75,73,75,259
2412,3412,56,49,51,52,53,60,74
2413,3413,51,58,58,34,39,52,139
2414,3414,57,54,52,51,50,54,90
2415,3415,60,53,64,50,54,50,86
2416,3416,96,94,90,97,99,83,444
2417,3417,75,76,79,71,76,63,177
2418,3418,85,90,79,72,82,79,412
2419,3419,87,94,79,84,76,74,217
2420,3420,73,65,72,66,66,86,387
2421,3421,87,83,80,69,88,93,405
2422,3422,75,72,83,67,60,77,181
2423,3423,83,85,85,77,86,86,327
2424,3424,77,67,73,76,69,75,367
2425,3425,74,80,81,76,72,73,364
2426,3426,68,72,67,57,61,63,303
2427,3427,67,59,61,69,55,58,135
2428,3428,74,83,76,57,60,81,260
2429,3429,63,56,64,52,55,51,199
2430,3430,68,72,61,58,55,66,246
2431,3431,88,98,88,77,88,73,366
2432,3432,68,62,74,56,65,61,170
2433,3433,96,100,95,88,90,94,454
2434,3434,69,64,64,64,64,72,317
2435,3435,91,98,85,88,83,82,431
2436,3436,68,66,70,56,59,78,183
2437,3437,57,64,54,44,43,60,189
2438,3438,85,86,82,83,90,80,257
2439,3439,62,70,57,51,54,68,196
2440,3440,90,99,91,73,75,93,368
2441,3441,69,61,76,67,66,77,194
2442,3442,90,81,91,88,82,85,475
2443,3443,47,56,49,31,50,40,54
2444,3444,79,81,85,79,84,90,494
2445,3445,84,94,80,77,85,73,341
2446,3446,72,70,73,61,72,71,310
2447,3447,66,69,59,61,53,57,158
2448,3448,62,72,55,59,53,69,143
2449,3449,75,65,71,58,78,85,226
2450,3450,80,75,72,62,76,77,241
2451,3451,90,88,83,74,93,80,438
2452,3452,76,82,75,77,76,68,446
2453,3453,66,61,61,65,57,57,134
2454,3454,61,60,56,48,65,60,126
2455,3455,81,91,87,77,69,83,270
2456,3456,68,78,76,60,55,67,242
2457,3457,56,65,63,54,42,55,149
2458,3458,74,83,67,68,75,73,136
2459,3459,76,72,73,60,68,92,223
2460,3460,50,43,48,47,43,58,162
2461,3461,66,58,72,57,60,57,101
2462,3462,60,65,56,52,52,70,134
2463,3463,68,67,74,59,59,56,212
2464,3464,62,61,61,64,60,71,151
2465,3465,69,69,71,58,59,66,155
2466,3466,94,100,100,91,84,100,424
2467,3467,60,54,60,54,55,45,122
2468,3468,97,89,95,82,86,95,421
2469,3469,71,79,67,57,75,80,228
2470,3470,100,100,95,99,89,100,471
2471,3471,100,94,96,96,97,87,503
2472,3472,96,92,98,95,99,97,431
2473,3473,66,72,65,51,63,60,77
2474,3474,79,71,72,73,72,92,198
2475,3475,93,100,100,93,98,93,413
2476,3476,93,87,89,84,83,100,337
2477,3477,80,73,88,71,69,76,212
2478,3478,75,65,75,75,78,77,247
2479,3479,100,95,100,91,91,100,476
2480,3480,53,46,50,48,47,63,38
2481,3481,98,88,100,98,89,96,358
2482,3482,84,87,79,77,80,85,359
2483,3483,65,56,67,55,62,50,85
2484,3484,84,87,77,77,74,99,421
2485,3485,70,70,72,71,68,65,125
2486,3486,86,96,94,71,91,76,357
2487,3487,62,61,63,49,47,75,110
2488,3488,47,47,50,45,33,51,131
2489,3489,79,86,71,79,65,82,247
2490,3490,58,57,56,45,54,51,176
2491,3491,54,50,60,41,48,51,169
2492,3492,79,87,74,67,67,78,468
2493,3493,46,37,54,40,36,55,50
2494,3494,76,83,68,62,80,59,221
2495,3495,68,68,72,61,59,72,4
2496,3496,79,83,74,64,75,71,250
2497,3497,57,50,59,39,43,67,70
2498,3498,58,63,65,51,56,57,29
2499,3499,49,45,53,37,50,59,0
2500,3500,79,76,78,62,72,74,351
2501,3501,63,59,62,51,68,71,174
2502,3502,61,62,66,45,47,60,167
2503,3503,66,70,62,61,67,70,304
2504,3504,73,74,80,60,62,83,123
2505,3505,46,45,53,33,45,58,126
2506,3506,57,66,52,55,47,44,74
2507,3507,91,82,86,78,77,78,294
2508,3508,49,39,48,39,35,53,94
2509,3509,93,94,96,80,97,91,261
2510,3510,56,56,56,39,49,58,237
2511,3511,83,90,88,78,85,84,391
2512,3512,63,70,66,49,55,55,318
2513,3513,99,91,100,81,94,87,424
2514,3514,60,64,57,49,59,69,104
2515,3515,90,93,86,74,85,85,400
2516,3516,62,70,54,60,66,82,81
2517,3517,80,80,82,68,70,90,344
2518,3518,64,67,56,62,53,72,139
2519,3519,55,57,59,41,44,52,68
2520,3520,71,71,71,58,59,77,337
2521,3521,49,51,41,41,53,59,20
2522,3522,100,94,100,83,91,97,413
2523,3523,73,65,66,72,75,77,260
2524,3524,85,94,88,70,83,95,340
2525,3525,99,100,91,81,85,92,402
2526,3526,66,59,69,52,53,63,149
2527,3527,82,79,85,79,72,73,249
2528,3528,62,54,55,46,62,60,248
2529,3529,79,76,81,61,72,90,217
2530,3530,57,59,51,59,54,58,236
2531,3531,84,81,88,83,70,85,364
2532,3532,52,50,45,46,39,45,92
2533,3533,93,97,92,79,98,90,430
2534,3534,74,71,66,64,72,82,229
2535,3535,64,62,72,54,55,75,265
2536,3536,93,100,96,95,84,85,373
2537,3537,56,55,52,38,56,62,131
2538,3538,63,55,55,47,66,62,219
2539,3539,73,71,73,63,69,67,205
2540,3540,76,83,78,68,69,75,228
2541,3541,63,59,61,61,66,69,85
2542,3542,70,76,71,56,58,61,77
2543,3543,71,77,79,66,72,62,185
2544,3544,61,68,65,58,56,59,153
2545,3545,75,83,81,59,65,91,306
2546,3546,85,76,83,77,89,91,355
2547,3547,93,89,98,90,97,86,376
2548,3548,100,100,100,82,100,100,467
2549,3549,100,100,100,91,100,97,438
2550,3550,54,63,53,44,45,45,100
2551,3551,70,62,69,72,75,57,361
2552,3552,80,83,73,72,66,83,294
2553,3553,67,61,75,57,61,69,218
2554,3554,88,94,88,88,86,76,505
2555,3555,70,72,76,67,74,76,123
2556,3556,71,71,66,55,59,75,219
2557,3557,71,64,70,67,63,72,165
2558,3558,74,70,70,64,66,78,341
2559,3559,66,72,58,58,59,66,40
2560,3560,69,74,66,64,65,70,100
2561,3561,65,70,71,63,54,64,172
2562,3562,62,55,56,63,54,66,245
2563,3563,88,84,86,79,82,97,485
2564,3564,58,51,51,60,57,62,97
2565,3565,92,94,85,80,88,92,372
2566,3566,100,97,98,100,85,100,419
2567,3567,57,56,63,40,44,48,189
2568,3568,74,70,80,63,70,86,213
2569,3569,79,77,87,73,77,74,217
2570,3570,50,58,45,51,35,40,129
2571,3571,57,53,49,41,44,51,121
2572,3572,80,81,88,82,81,93,349
2573,3573,67,70,61,60,52,68,176
2574,3574,76,69,69,77,69,88,322
2575,3575,87,89,91,87,80,84,414
2576,3576,83,92,80,82,80,66,285
2577,3577,61,66,59,44,62,54,247
2578,3578,81,87,87,63,85,84,431
2579,3579,73,70,76,65,73,77,322
2580,3580,41,47,39,31,28,50,70
2581,3581,85,95,79,67,72,87,336
2582,3582,74,77,82,61,74,89,386
2583,3583,83,91,89,71,87,75,278
2584,3584,75,84,70,74,70,73,321
2585,3585,84,78,76,83,83,77,387
2586,3586,91,100,83,74,84,87,325
2587,3587,67,65,66,59,64,70,242
2588,3588,70,68,71,69,71,64,207
2589,3589,72,62,71,66,57,65,211
2590,3590,98,97,100,90,100,100,382
2591,3591,69,62,67,53,65,74,67
2592,3592,98,100,94,94,84,100,533
2593,3593,70,68,70,59,69,75,87
2594,3594,97,90,99,90,82,86,392
2595,3595,74,70,78,67,59,71,126
2596,3596,86,93,82,79,79,73,292
2597,3597,54,64,62,40,56,45,233
2598,3598,86,78,81,82,76,90,324
2599,3599,54,61,51,39,39,43,140
2600,3600,66,68,68,53,54,56,297
2601,3601,65,69,61,49,60,67,321
2602,3602,83,80,78,85,77,76,341
2603,3603,83,81,90,69,74,84,313
2604,3604,66,66,62,58,59,56,276
2605,3605,79,81,85,74,67,85,281
2606,3606,76,83,77,76,62,70,229
2607,3607,62,54,59,59,55,76,133
2608,3608,98,100,90,88,97,88,485
2609,3609,64,73,61,60,62,57,130
2610,3610,52,51,51,54,39,69,110
2611,3611,89,90,87,86,85,88,345
2612,3612,61,55,54,61,48,59,140
2613,3613,82,80,82,78,78,68,375
2614,3614,90,87,85,77,78,87,319
2615,3615,72,79,79,68,76,57,217
2616,3616,95,89,91,81,83,100,405
2617,3617,83,85,79,82,82,86,413
2618,3618,72,81,72,73,64,81,194
2619,3619,68,71,61,55,55,73,159
2620,3620,64,67,71,53,68,54,177
2621,3621,72,74,66,73,73,72,263
2622,3622,78,75,86,80,68,74,256
2623,3623,100,91,100,87,85,100,482
2624,3624,95,100,92,93,99,97,450
2625,3625,82,79,81,83,73,77,225
2626,3626,86,87,87,77,86,86,465
2627,3627,47,46,42,32,39,39,129
2628,3628,93,100,86,75,82,100,302
2629,3629,87,97,86,86,74,97,368
2630,3630,76,81,74,69,70,79,358
2631,3631,67,59,75,60,69,64,168
2632,3632,54,63,59,36,54,41,184
2633,3633,88,82,93,79,89,84,404
2634,3634,68,73,68,60,63,64,233
2635,3635,88,88,87,77,90,84,408
2636,3636,95,86,100,97,97,80,376
2637,3637,48,56,47,33,53,52,39
2638,3638,83,92,83,65,77,91,418
2639,3639,89,97,90,76,80,89,425
2640,3640,59,65,66,61,49,65,83
2641,3641,69,78,75,54,71,68,367
2642,3642,65,75,72,67,63,58,86
2643,3643,100,96,100,82,100,100,427
2644,3644,80,81,82,65,83,87,260
2645,3645,62,69,63,59,65,73,128
2646,3646,88,92,88,89,83,94,406
2647,3647,100,98,100,100,89,100,383
2648,3648,81,81,83,66,85,82,332
2649,3649,72,71,72,54,69,83,91
2650,3650,62,62,60,64,48,56,28
2651,3651,59,54,66,57,63,52,0
2652,3652,57,66,50,41,55,63,249
2653,3653,74,76,80,57,59,76,155
2654,3654,73,67,74,62,62,60,212
2655,3655,94,100,100,92,97,81,387
2656,3656,75,83,80,63,62,68,218
2657,3657,94,99,99,86,96,97,465
2658,3658,77,74,72,74,73,91,112
2659,3659,53,54,54,40,39,61,138
2660,3660,69,65,76,54,60,54,281
2661,3661,85,83,82,68,70,80,501
2662,3662,54,48,56,47,57,58,97
2663,3663,69,79,73,61,74,66,147
2664,3664,74,78,71,56,61,73,149
2665,3665,65,60,72,57,60,57,305
2666,3666,71,78,70,69,62,82,229
2667,3667,61,66,59,58,61,52,253
2668,3668,81,73,83,76,82,71,345
2669,3669,80,86,83,77,76,78,425
2670,3670,68,71,70,56,59,67,227
2671,3671,96,100,100,79,95,97,387
2672,3672,88,88,83,84,83,87,456
2673,3673,82,91,87,73,82,82,387
2674,3674,56,49,51,40,55,69,104
2675,3675,61,59,53,63,60,65,26
2676,3676,95,90,91,83,80,100,426
2677,3677,98,91,100,88,100,85,506
2678,3678,64,73,62,55,69,55,167
2679,3679,94,93,93,95,89,91,221
2680,3680,78,68,75,66,71,94,165
2681,3681,100,100,97,86,100,87,374
2682,3682,76,73,84,72,78,81,188
2683,3683,83,80,84,76,75,96,441
2684,3684,80,72,88,74,79,75,457
2685,3685,71,78,72,59,57,66,63
2686,3686,86,76,78,77,91,88,414
2687,3687,68,76,75,56,64,61,151
2688,3688,53,52,47,43,54,49,189
2689,3689,74,82,76,74,78,71,235
2690,3690,90,82,92,87,95,100,434
2691,3691,64,68,58,50,62,61,75
2692,3692,75,84,82,74,78,87,178
2693,3693,66,65,58,68,65,78,165
2694,3694,75,68,75,63,71,80,313
2695,3695,72,70,79,58,70,76,268
2696,3696,56,58,53,47,54,63,139
2697,3697,77,76,85,62,79,72,93
2698,3698,87,81,84,88,81,81,375
2699,3699,100,100,100,94,94,100,456
2700,3700,94,92,98,83,81,88,387
2701,3701,66,61,61,54,63,71,337
2702,3702,93,100,92,85,85,89,345
2703,3703,53,46,57,50,39,51,22
2704,3704,69,67,75,61,74,64,218
2705,3705,80,80,76,73,75,85,207
2706,3706,68,60,73,66,65,81,156
2707,3707,71,79,64,56,59,76,271
2708,3708,64,54,61,51,56,59,283
2709,3709,57,48,55,48,61,62,25
2710,3710,74,65,66,63,76,59,91
2711,3711,100,100,99,90,88,91,515
2712,3712,84,92,78,84,83,79,245
2713,3713,81,72,88,76,80,77,212
2714,3714,100,95,98,92,94,93,500
2715,3715,82,78,78,75,72,80,228
2716,3716,88,78,88,80,75,87,389
2717,3717,71,65,67,69,66,73,232
2718,3718,75,73,82,72,77,75,258
2719,3719,66,56,58,56,62,58,288
2720,3720,86,76,89,83,84,100,285
2721,3721,77,74,75,78,67,79,243
2722,3722,62,71,70,55,58,75,236
2723,3723,74,69,76,68,77,60,275
2724,3724,65,72,73,49,66,52,93
2725,3725,62,59,69,47,64,55,148
2726,3726,83,92,77,66,68,90,338
2727,3727,90,99,97,85,94,93,508
2728,3728,72,82,68,71,64,72,10
2729,3729,88,97,83,73,79,93,360
2730,3730,78,80,79,62,78,78,313
2731,3731,91,96,86,83,76,98,402
2732,3732,74,76,71,63,62,64,341
2733,3733,82,79,83,81,71,83,320
2734,3734,80,78,81,74,82,74,289
2735,3735,64,68,72,57,55,49,215
2736,3736,96,98,97,82,84,91,464
2737,3737,73,78,67,56,64,92,276
2738,3738,65,61,61,52,61,59,32
2739,3739,85,93,90,71,85,86,499
2740,3740,99,100,91,98,85,88,369
2741,3741,74,72,69,59,69,76,215
2742,3742,51,58,58,51,36,43,136
2743,3743,59,51,53,50,50,76,65
2744,3744,84,87,84,69,81,84,314
2745,3745,62,71,69,46,61,50,81
2746,3746,73,65,80,58,64,85,173
2747,3747,68,68,68,56,56,65,212
2748,3748,60,61,55,45,63,53,154
2749,3749,77,69,83,75,77,67,250
2750,3750,77,79,77,60,69,69,158
2751,3751,79,86,86,80,69,76,195
2752,3752,87,83,90,75,87,79,331
2753,3753,54,64,50,46,51,42,300
2754,3754,63,65,61,57,63,62,157
2755,3755,85,77,79,71,81,75,358
2756,3756,62,65,63,51,49,59,270
2757,3757,69,59,73,66,61,72,112
2758,3758,95,96,88,78,83,100,364
2759,3759,71,77,72,63,61,61,314
2760,3760,54,46,50,52,41,54,80
2761,3761,63,69,62,60,56,68,305
2762,3762,57,50,63,46,54,64,120
2763,3763,69,69,61,52,54,55,156
2764,3764,68,58,71,59,58,66,175
2765,3765,45,42,46,37,40,52,101
2766,3766,86,89,80,76,81,95,360
2767,3767,72,66,64,54,67,79,139
2768,3768,75,78,75,76,71,76,305
2769,3769,85,91,85,78,83,94,243
2770,3770,98,100,95,91,97,94,467
2771,3771,90,83,87,81,77,80,368
2772,3772,89,86,89,75,85,82,171
2773,3773,85,83,90,78,70,75,326
2774,3774,99,100,100,96,100,98,369
2775,3775,60,60,54,58,45,61,72
2776,3776,68,61,60,54,69,73,171
2777,3777,56,64,62,47,41,50,116
2778,3778,84,82,80,85,80,79,340
2779,3779,96,89,88,87,92,88,371
2780,3780,89,82,90,82,85,92,360
2781,3781,82,78,81,79,82,67,338
2782,3782,81,76,85,74,77,95,299
2783,3783,57,60,50,40,46,51,117
2784,3784,91,93,95,89,92,86,393
2785,3785,55,46,51,45,44,63,240
2786,3786,62,69,65,47,67,68,181
2787,3787,54,63,57,51,53,58,56
2788,3788,88,91,85,88,78,89,306
2789,3789,84,80,79,84,69,100,355
2790,3790,50,40,44,33,50,54,120
2791,3791,100,95,100,83,100,96,495
2792,3792,76,66,76,73,78,65,371
2793,3793,91,88,95,85,85,70,397
2794,3794,94,97,88,93,79,96,415
2795,3795,80,82,81,80,73,83,291
2796,3796,71,66,63,68,58,79,75
2797,3797,79,81,72,72,67,87,310
2798,3798,70,77,78,55,60,74,1
2799,3799,64,73,60,61,65,72,181
2800,3800,84,94,77,68,82,73,265
2801,3801,52,55,50,43,55,46,204
2802,3802,100,100,100,89,94,100,445
2803,3803,74,72,80,67,78,69,279
2804,3804,88,80,95,90,83,83,445
2805,3805,92,97,94,91,93,99,378
2806,3806,58,61,52,50,43,71,259
2807,3807,92,94,100,84,77,96,375
2808,3808,62,56,68,54,62,53,56
2809,3809,87,85,83,83,76,80,431
2810,3810,80,90,86,76,73,74,400
2811,3811,76,69,79,66,72,78,234
2812,3812,78,74,72,71,74,84,254
2813,3813,78,84,79,74,73,99,220
2814,3814,89,84,81,77,79,99,361
2815,3815,71,76,66,58,70,73,148
2816,3816,60,51,68,62,47,61,41
2817,3817,90,81,88,92,90,95,310
2818,3818,48,38,55,36,44,44,103
2819,3819,76,75,75,72,78,78,221
2820,3820,70,64,68,53,74,80,292
2821,3821,64,60,64,57,51,68,62
2822,3822,65,62,68,58,70,40,125
2823,3823,93,89,90,88,85,97,421
2824,3824,61,67,63,43,62,61,264
2825,3825,65,62,63,65,59,72,101
2826,3826,67,68,73,57,67,67,130
2827,3827,58,48,55,42,62,57,140
2828,3828,76,69,69,70,73,84,304
2829,3829,70,68,72,70,60,68,180
2830,3830,100,92,99,88,91,100,423
2831,3831,59,57,67,60,44,59,140
2832,3832,86,88,84,79,86,100,478
2833,3833,90,91,98,77,93,92,238
2834,3834,74,74,72,70,59,85,356
2835,3835,72,70,64,67,72,85,132
2836,3836,87,90,93,87,74,92,398
2837,3837,90,84,97,91,79,100,338
2838,3838,83,77,80,82,73,88,336
2839,3839,76,79,72,61,73,82,263
2840,3840,86,91,90,76,80,85,304
