placement_id,student_id,aptitude_score,resume_score,communication_score,interview_readiness,employability_score,placement_probability,placed,package_lpa
3815,4815,97,71,92,94,73.2,Medium,1,5.92
3816,4816,82,73,91,86,72.5,Medium,0,0.0
3817,4817,100,79,99,99,80.8,High,1,7.12
3818,4818,67,68,94,80,65.2,Medium,1,5.19
3819,4819,59,56,66,62,65.0,Medium,0,0.0
3820,4820,80,85,96,88,86.7,High,1,6.22
3821,4821,93,67,92,92,62.1,Medium,0,0.0
3822,4822,59,52,76,67,52.9,Low,0,0.0
3823,4823,99,74,96,97,70.1,Medium,1,8.97
3824,4824,100,77,99,99,81.7,High,1,14.53
3825,4825,69,41,68,68,44.6,Low,0,0.0
3826,4826,75,63,74,74,68.4,Medium,1,4.92
3827,4827,63,48,65,64,49.7,Low,0,0.0
3828,4828,40,30,40,40,36.6,Low,0,0.0
3829,4829,91,72,81,86,77.7,Medium,1,7.72
3830,4830,74,71,83,78,73.2,Medium,1,8.12
3831,4831,65,74,78,71,78.2,Medium,1,16.03
3832,4832,89,72,91,90,79.2,Medium,1,9.86
3833,4833,79,49,70,74,51.5,Low,0,0.0
3834,4834,68,58,74,71,61.6,Medium,0,0.0
3835,4835,96,80,100,98,82.1,High,1,9.78
3836,4836,69,41,55,62,43.7,Low,0,0.0
3837,4837,82,60,78,80,60.8,Medium,0,0.0
3838,4838,72,31,45,58,40.6,Low,0,0.0
3839,4839,40,35,52,46,40.1,Low,0,0.0
3840,4840,35,30,42,38,36.3,Low,0,0.0
3841,4841,88,71,87,87,74.4,Medium,1,10.86
3842,4842,80,59,76,78,58.4,Low,0,0.0
3843,4843,95,59,83,89,61.4,Medium,0,0.0
3844,4844,95,74,93,94,74.8,Medium,1,5.95
3845,4845,56,37,57,56,45.4,Low,0,0.0
3846,4846,62,36,48,55,46.1,Low,0,0.0
3847,4847,85,73,90,87,68.2,Medium,0,0.0
3848,4848,80,61,76,78,65.5,Medium,0,0.0
3849,4849,87,59,76,81,64.9,Medium,0,0.0
3850,4850,97,73,91,94,76.6,Medium,1,6.05
3851,4851,68,57,72,70,56.1,Low,0,0.0
3852,4852,84,59,73,78,72.0,Medium,1,12.23
3853,4853,95,64,83,89,70.4,Medium,1,17.51
3854,4854,83,62,79,81,64.6,Medium,0,0.0
3855,4855,62,42,52,57,50.5,Low,0,0.0
3856,4856,82,61,80,81,64.7,Medium,0,0.0
3857,4857,71,61,77,74,61.6,Medium,1,4.07
3858,4858,30,30,41,35,35.4,Low,0,0.0
3859,4859,81,53,69,75,55.6,Low,0,0.0
3860,4860,63,74,79,71,74.0,Medium,1,8.98
3861,4861,97,78,100,98,76.3,Medium,1,8.86
3862,4862,81,40,73,77,41.4,Low,0,0.0
3863,4863,79,63,95,87,59.5,Low,0,0.0
3864,4864,56,59,77,66,60.0,Medium,0,0.0
3865,4865,100,73,91,95,74.9,Medium,1,16.96
3866,4866,94,74,94,94,75.8,Medium,1,5.85
3867,4867,88,55,72,80,57.1,Low,0,0.0
3868,4868,100,77,99,99,76.8,Medium,1,15.02
3869,4869,74,49,70,72,50.6,Low,0,0.0
3870,4870,87,53,78,82,53.8,Low,0,0.0
3871,4871,96,78,92,94,81.6,High,1,6.7
3872,4872,65,34,68,66,38.6,Low,0,0.0
3873,4873,78,71,78,78,79.8,Medium,1,16.23
3874,4874,71,61,77,74,68.0,Medium,0,0.0
3875,4875,83,67,92,87,68.9,Medium,1,14.41
3876,4876,82,54,76,79,58.1,Low,0,0.0
3877,4877,75,45,68,71,52.3,Low,0,0.0
3878,4878,62,47,56,59,55.9,Low,1,9.61
3879,4879,54,42,60,57,44.2,Low,0,0.0
3880,4880,78,48,68,73,53.3,Low,0,0.0
3881,4881,60,49,57,58,58.0,Low,1,9.67
3882,4882,89,73,87,88,72.7,Medium,0,0.0
3883,4883,72,54,80,76,53.2,Low,0,0.0
3884,4884,88,59,90,89,59.0,Low,0,0.0
3885,4885,73,48,75,74,49.1,Low,0,0.0
3886,4886,93,66,100,96,64.0,Medium,0,0.0
3887,4887,100,59,90,95,61.6,Medium,1,15.37
3888,4888,76,70,80,78,71.5,Medium,1,17.58
3889,4889,68,54,71,69,53.5,Low,0,0.0
3890,4890,69,60,75,72,64.9,Medium,0,0.0
3891,4891,84,60,79,81,59.7,Low,0,0.0
3892,4892,94,80,100,97,83.1,High,1,8.66
3893,4893,85,71,83,84,73.4,Medium,1,6.76
3894,4894,59,43,53,56,48.1,Low,0,0.0
3895,4895,67,52,77,72,52.9,Low,0,0.0
3896,4896,56,49,67,61,60.8,Medium,0,0.0
3897,4897,87,84,95,91,82.8,High,1,13.9
3898,4898,89,53,72,80,51.0,Low,0,0.0
3899,4899,91,68,85,88,69.1,Medium,1,13.68
3900,4900,79,54,81,80,53.9,Low,0,0.0
3901,4901,81,59,77,79,66.4,Medium,0,0.0
3902,4902,100,75,90,95,74.3,Medium,1,15.47
3903,4903,77,56,70,73,60.0,Medium,0,0.0
3904,4904,74,55,72,73,57.8,Low,0,0.0
3905,4905,69,41,69,69,42.3,Low,0,0.0
3906,4906,99,73,86,92,76.2,Medium,1,5.53
3907,4907,66,56,71,68,59.4,Low,0,0.0
3908,4908,90,61,76,83,62.9,Medium,0,0.0
3909,4909,97,80,100,98,81.1,High,1,8.97
3910,4910,59,42,57,58,48.1,Low,0,0.0
3911,4911,47,41,64,55,41.5,Low,0,0.0
3912,4912,82,69,83,82,74.3,Medium,0,0.0
3913,4913,93,78,91,92,80.6,High,1,11.04
3914,4914,42,40,53,47,40.3,Low,0,0.0
3915,4915,61,43,54,57,55.7,Low,0,0.0
3916,4916,72,40,63,67,47.8,Low,0,0.0
3917,4917,75,48,65,70,57.8,Low,0,0.0
3918,4918,89,54,73,81,63.6,Medium,1,14.83
3919,4919,75,64,86,80,65.3,Medium,0,0.0
3920,4920,68,48,82,75,46.8,Low,0,0.0
3921,4921,100,83,100,100,81.1,High,1,15.16
3922,4922,66,66,81,73,62.8,Medium,1,13.94
3923,4923,92,71,89,90,77.3,Medium,1,17.78
3924,4924,94,72,89,91,68.4,Medium,0,0.0
3925,4925,100,75,90,95,79.3,Medium,1,15.15
3926,4926,54,38,52,53,39.5,Low,0,0.0
3927,4927,82,65,74,78,66.2,Medium,1,16.38
3928,4928,96,75,87,91,76.8,Medium,1,14.84
3929,4929,73,63,90,81,64.5,Medium,0,0.0
3930,4930,54,43,59,56,47.1,Low,0,0.0
3931,4931,56,30,49,52,32.2,Low,0,0.0
3932,4932,83,62,88,85,62.6,Medium,0,0.0
3933,4933,51,35,52,51,41.2,Low,0,0.0
3934,4934,89,72,85,87,80.7,High,1,15.2
3935,4935,88,65,78,83,64.7,Medium,1,13.63
3936,4936,81,66,73,77,71.3,Medium,1,16.22
3937,4937,77,50,72,74,48.0,Low,0,0.0
3938,4938,73,62,68,70,66.9,Medium,1,8.55
3939,4939,48,30,47,47,38.2,Low,0,0.0
3940,4940,94,70,84,89,71.5,Medium,1,4.45
3941,4941,86,56,81,83,60.2,Medium,1,10.36
3942,4942,94,79,88,91,78.7,Medium,1,17.52
3943,4943,80,75,86,83,78.2,Medium,1,6.8
3944,4944,51,40,49,50,50.8,Low,0,0.0
3945,4945,75,48,69,72,44.2,Low,0,0.0
3946,4946,62,48,68,65,57.2,Low,0,0.0
3947,4947,71,65,82,76,62.4,Medium,0,0.0
3948,4948,72,53,74,73,55.4,Low,0,0.0
3949,4949,72,45,69,70,50.3,Low,0,0.0
3950,4950,74,73,87,80,73.0,Medium,1,17.78
3951,4951,76,54,84,80,51.3,Low,0,0.0
3952,4952,100,77,95,97,82.1,High,1,4.96
3953,4953,90,68,86,88,77.0,Medium,1,9.91
3954,4954,60,58,71,65,65.1,Medium,1,9.31
3955,4955,73,46,71,72,46.4,Low,0,0.0
3956,4956,84,69,82,83,73.2,Medium,1,7.67
3957,4957,46,35,52,49,44.5,Low,0,0.0
3958,4958,62,49,70,66,43.6,Low,0,0.0
3959,4959,55,48,61,58,55.6,Low,0,0.0
3960,4960,58,47,67,62,43.9,Low,0,0.0
3961,4961,65,41,69,67,47.3,Low,0,0.0
3962,4962,71,48,69,70,50.5,Low,0,0.0
3963,4963,77,55,72,74,57.5,Low,0,0.0
3964,4964,81,58,85,83,57.3,Low,0,0.0
3965,4965,62,56,66,64,64.6,Medium,0,0.0
3966,4966,59,39,51,55,47.0,Low,0,0.0
3967,4967,85,52,63,74,56.1,Low,0,0.0
3968,4968,44,37,61,52,43.9,Low,0,0.0
3969,4969,74,51,89,81,50.0,Low,0,0.0
3970,4970,86,62,79,82,71.2,Medium,0,0.0
3971,4971,69,61,76,72,61.5,Medium,0,0.0
3972,4972,82,72,84,83,74.5,Medium,1,12.52
3973,4973,69,66,77,73,74.0,Medium,0,0.0
3974,4974,88,67,93,90,63.4,Medium,0,0.0
3975,4975,86,74,96,91,71.7,Medium,1,6.9
3976,4976,94,80,100,97,79.3,Medium,1,15.08
3977,4977,91,72,93,92,67.2,Medium,1,6.39
3978,4978,100,74,97,98,69.9,Medium,1,8.79
3979,4979,100,67,92,96,74.0,Medium,1,8.04
3980,4980,38,34,37,37,42.2,Low,0,0.0
3981,4981,63,58,70,66,64.3,Medium,0,0.0
3982,4982,62,35,63,62,37.1,Low,0,0.0
3983,4983,67,30,61,64,36.4,Low,0,0.0
3984,4984,72,43,66,69,44.8,Low,0,0.0
3985,4985,40,30,47,43,35.2,Low,0,0.0
3986,4986,100,77,90,95,76.6,Medium,1,14.55
3987,4987,92,60,83,87,58.5,Low,0,0.0
3988,4988,100,84,98,99,84.1,High,1,15.57
3989,4989,96,85,100,98,82.2,High,1,15.72
3990,4990,59,36,54,56,39.3,Low,0,0.0
3991,4991,66,49,66,66,52.5,Low,0,0.0
3992,4992,70,38,62,66,42.5,Low,0,0.0
3993,4993,39,30,43,41,36.7,Low,0,0.0
3994,4994,30,30,36,33,33.5,Low,0,0.0
3995,4995,94,69,93,93,70.4,Medium,1,6.4
3996,4996,92,74,88,90,79.9,Medium,1,7.31
3997,4997,92,60,89,90,59.6,Low,0,0.0
3998,4998,82,81,89,85,82.8,High,1,4.71
3999,4999,79,56,77,78,62.8,Medium,1,10.95
4000,5000,97,68,86,91,69.8,Medium,1,4.15
4001,5001,100,79,89,94,82.1,High,1,9.7
4002,5002,73,63,71,72,65.2,Medium,0,0.0
4003,5003,67,52,63,65,57.2,Low,0,0.0
4004,5004,72,51,67,69,58.2,Low,0,0.0
4005,5005,93,80,100,96,82.8,High,1,17.65
4006,5006,54,41,50,52,48.1,Low,0,0.0
4007,5007,62,44,62,62,50.8,Low,0,0.0
4008,5008,75,43,55,65,50.4,Low,0,0.0
4009,5009,82,67,84,83,71.1,Medium,1,8.07
4010,5010,86,80,100,93,79.3,Medium,1,13.72
4011,5011,81,53,82,81,51.9,Low,0,0.0
4012,5012,40,30,40,40,36.0,Low,0,0.0
4013,5013,80,50,73,76,49.8,Low,0,0.0
4014,5014,75,52,73,74,57.4,Low,0,0.0
4015,5015,57,30,45,51,35.7,Low,0,0.0
4016,5016,100,83,92,96,85.5,High,1,12.49
4017,5017,100,74,84,92,78.8,Medium,1,17.28
4018,5018,79,61,76,77,60.6,Medium,1,12.53
4019,5019,84,50,72,78,53.5,Low,0,0.0
4020,5020,93,61,81,87,66.2,Medium,1,12.01
4021,5021,97,76,88,92,79.8,Medium,1,12.81
4022,5022,42,34,51,46,40.0,Low,0,0.0
4023,5023,53,36,44,48,43.6,Low,0,0.0
4024,5024,86,67,83,84,65.8,Medium,1,10.81
4025,5025,61,43,55,58,48.4,Low,0,0.0
4026,5026,69,41,58,63,44.4,Low,0,0.0
4027,5027,93,61,77,85,66.1,Medium,1,7.74
4028,5028,85,70,76,80,76.3,Medium,1,4.92
4029,5029,63,43,69,66,46.3,Low,0,0.0
4030,5030,92,79,98,95,79.3,Medium,1,13.39
4031,5031,61,53,74,67,59.6,Low,0,0.0
4032,5032,76,61,86,81,63.7,Medium,0,0.0
4033,5033,50,36,55,52,39.9,Low,0,0.0
4034,5034,63,51,74,68,52.3,Low,0,0.0
4035,5035,52,42,61,56,46.5,Low,0,0.0
4036,5036,66,56,71,68,54.8,Low,0,0.0
4037,5037,69,57,72,70,58.6,Low,0,0.0
4038,5038,87,73,87,87,76.7,Medium,1,11.88
4039,5039,92,68,90,91,67.2,Medium,0,0.0
4040,5040,59,37,61,60,40.9,Low,0,0.0
4041,5041,65,51,65,65,55.2,Low,1,14.88
4042,5042,65,39,54,59,41.3,Low,0,0.0
4043,5043,100,68,87,93,75.4,Medium,1,16.72
4044,5044,87,65,88,87,64.2,Medium,1,15.02
4045,5045,48,30,42,45,36.3,Low,0,0.0
4046,5046,60,43,62,61,47.3,Low,0,0.0
4047,5047,66,54,67,66,57.6,Low,0,0.0
4048,5048,87,85,100,93,81.4,High,1,4.94
4049,5049,86,78,86,86,78.7,Medium,1,14.81
4050,5050,84,69,82,83,67.6,Medium,1,7.11
4051,5051,100,82,91,95,82.8,High,1,13.81
4052,5052,70,41,58,64,45.6,Low,0,0.0
4053,5053,70,44,57,63,50.9,Low,0,0.0
4054,5054,72,40,59,65,47.0,Low,0,0.0
4055,5055,96,76,97,96,76.7,Medium,1,9.62
4056,5056,72,55,74,73,61.9,Medium,0,0.0
4057,5057,100,75,100,100,76.5,Medium,1,4.62
4058,5058,72,64,73,72,65.9,Medium,0,0.0
4059,5059,82,58,80,81,57.8,Low,1,9.37
4060,5060,73,60,74,73,66.1,Medium,1,4.49
4061,5061,60,43,63,61,41.8,Low,0,0.0
4062,5062,90,74,93,91,74.2,Medium,1,10.77
4063,5063,62,41,65,63,47.8,Low,0,0.0
4064,5064,81,56,81,81,58.5,Low,0,0.0
4065,5065,79,68,90,84,66.4,Medium,0,0.0
4066,5066,81,68,87,84,73.9,Medium,1,4.2
4067,5067,74,39,55,64,48.7,Low,0,0.0
4068,5068,59,41,54,56,48.2,Low,0,0.0
4069,5069,68,48,78,73,51.7,Low,0,0.0
4070,5070,61,40,53,57,46.8,Low,0,0.0
4071,5071,72,56,70,71,56.2,Low,0,0.0
4072,5072,67,45,69,68,50.6,Low,0,0.0
4073,5073,90,64,83,86,64.5,Medium,0,0.0
4074,5074,78,66,76,77,74.8,Medium,1,9.8
4075,5075,100,80,100,100,82.0,High,1,14.58
4076,5076,56,30,41,48,32.8,Low,0,0.0
4077,5077,100,78,96,98,77.0,Medium,1,8.25
4078,5078,65,40,62,63,44.3,Low,0,0.0
4079,5079,100,73,100,100,72.4,Medium,1,16.85
4080,5080,88,83,97,92,83.7,High,1,13.43
4081,5081,74,62,86,80,60.6,Medium,0,0.0
4082,5082,73,50,82,77,50.0,Low,0,0.0
4083,5083,69,42,67,68,50.6,Low,0,0.0
4084,5084,79,58,75,77,66.3,Medium,1,7.48
4085,5085,88,82,91,89,82.3,High,1,12.16
4086,5086,98,80,100,99,80.9,High,1,14.88
4087,5087,75,47,80,77,51.2,Low,0,0.0
4088,5088,95,77,94,94,81.3,High,1,8.61
4089,5089,97,80,95,96,83.7,High,1,7.15
4090,5090,62,33,48,55,39.9,Low,0,0.0
4091,5091,93,73,87,90,81.1,High,1,15.26
4092,5092,75,60,93,84,59.6,Low,0,0.0
4093,5093,62,38,59,60,39.8,Low,0,0.0
4094,5094,100,70,85,92,77.0,Medium,1,6.72
4095,5095,100,75,95,97,77.8,Medium,1,9.68
4096,5096,79,42,61,70,48.7,Low,0,0.0
4097,5097,68,56,67,67,61.7,Medium,0,0.0
4098,5098,56,37,47,51,48.4,Low,0,0.0
4099,5099,99,76,96,97,74.6,Medium,1,16.86
4100,5100,63,35,56,59,38.6,Low,0,0.0
4101,5101,79,58,79,79,62.3,Medium,0,0.0
4102,5102,80,48,78,79,48.0,Low,0,0.0
4103,5103,90,66,86,88,72.4,Medium,1,13.85
4104,5104,98,77,89,93,77.1,Medium,1,4.62
4105,5105,68,48,65,66,52.8,Low,0,0.0
4106,5106,57,47,67,62,49.4,Low,0,0.0
4107,5107,91,67,89,90,70.5,Medium,1,9.77
4108,5108,58,48,59,58,46.4,Low,1,13.52
4109,5109,90,72,88,89,69.0,Medium,0,0.0
4110,5110,72,51,67,69,56.7,Low,0,0.0
4111,5111,78,50,69,73,55.9,Low,0,0.0
4112,5112,91,67,82,86,67.0,Medium,0,0.0
4113,5113,98,79,89,93,81.5,High,1,14.08
4114,5114,78,54,77,77,56.3,Low,0,0.0
4115,5115,82,61,67,74,66.9,Medium,1,6.26
4116,5116,99,73,100,99,73.4,Medium,1,17.53
4117,5117,57,36,50,53,46.4,Low,0,0.0
4118,5118,88,66,91,89,67.1,Medium,0,0.0
4119,5119,60,39,54,57,41.3,Low,0,0.0
4120,5120,74,52,83,78,54.1,Low,0,0.0
4121,5121,76,72,92,84,66.5,Medium,0,0.0
4122,5122,96,83,100,98,81.6,High,1,12.19
4123,5123,92,72,88,90,76.6,Medium,1,8.96
4124,5124,57,52,72,64,49.0,Low,0,0.0
4125,5125,100,73,100,100,77.7,Medium,1,11.74
4126,5126,98,70,81,89,74.9,Medium,1,15.15
4127,5127,83,80,100,91,80.9,High,1,15.59
4128,5128,52,35,46,49,43.0,Low,0,0.0
4129,5129,77,49,66,71,58.3,Low,0,0.0
4130,5130,51,39,51,51,41.4,Low,0,0.0
4131,5131,60,49,66,63,48.5,Low,0,0.0
4132,5132,58,49,66,62,52.0,Low,0,0.0
4133,5133,100,80,100,100,78.9,Medium,1,6.52
4134,5134,100,82,100,100,82.6,High,1,11.19
4135,5135,39,35,42,40,39.0,Low,0,0.0
4136,5136,88,65,84,86,66.3,Medium,0,0.0
4137,5137,70,48,78,74,48.2,Low,0,0.0
4138,5138,61,46,69,65,46.7,Low,0,0.0
4139,5139,100,80,96,98,82.6,High,1,13.19
4140,5140,79,67,74,76,76.4,Medium,1,5.84
4141,5141,72,46,79,75,49.1,Low,0,0.0
4142,5142,100,78,96,98,76.6,Medium,1,14.76
4143,5143,74,34,55,64,40.0,Low,0,0.0
4144,5144,91,75,85,88,77.9,Medium,1,10.33
4145,5145,65,30,57,61,39.1,Low,0,0.0
4146,5146,91,68,95,93,72.2,Medium,1,14.24
4147,5147,86,68,90,88,69.5,Medium,1,10.46
4148,5148,73,58,74,73,55.9,Low,0,0.0
4149,5149,92,59,87,89,57.9,Low,1,14.27
4150,5150,81,71,87,84,76.0,Medium,1,10.02
4151,5151,73,53,75,74,55.8,Low,0,0.0
4152,5152,86,72,89,87,75.4,Medium,1,14.1
4153,5153,100,67,89,94,70.9,Medium,1,6.9
4154,5154,94,60,92,93,60.1,Medium,0,0.0
4155,5155,35,34,40,37,40.4,Low,0,0.0
4156,5156,70,58,74,72,57.3,Low,1,9.08
4157,5157,100,77,98,99,77.3,Medium,1,14.98
4158,5158,43,30,53,48,32.2,Low,0,0.0
4159,5159,99,85,100,99,82.4,High,1,6.01
4160,5160,49,53,65,57,55.2,Low,0,0.0
4161,5161,96,72,93,94,72.3,Medium,1,17.56
4162,5162,53,32,51,52,38.5,Low,0,0.0
4163,5163,100,83,100,100,83.1,High,1,4.16
4164,5164,100,66,86,93,70.0,Medium,1,10.0
4165,5165,80,70,85,82,77.7,Medium,1,9.6
4166,5166,47,30,46,46,34.5,Low,0,0.0
4167,5167,91,73,96,93,78.7,Medium,1,11.29
4168,5168,90,62,83,86,63.9,Medium,1,17.57
4169,5169,96,72,93,94,74.3,Medium,0,0.0
4170,5170,83,53,89,86,57.1,Low,1,15.84
4171,5171,65,40,62,63,44.6,Low,0,0.0
4172,5172,71,68,76,73,70.1,Medium,1,14.95
4173,5173,69,39,61,65,45.5,Low,0,0.0
4174,5174,58,45,72,65,41.1,Low,0,0.0
4175,5175,86,70,85,85,75.6,Medium,1,8.91
4176,5176,100,78,90,95,79.5,Medium,1,5.04
4177,5177,84,67,79,81,72.5,Medium,1,7.24
4178,5178,100,73,100,100,74.1,Medium,1,9.14
4179,5179,88,81,92,90,81.4,High,1,5.04
4180,5180,76,64,69,72,73.0,Medium,0,0.0
4181,5181,86,72,84,85,72.6,Medium,1,16.29
4182,5182,60,35,52,56,40.1,Low,0,0.0
4183,5183,81,57,73,77,62.2,Medium,1,4.39
4184,5184,93,81,97,95,82.0,High,1,13.0
4185,5185,86,64,76,81,66.3,Medium,1,13.22
4186,5186,74,65,84,79,70.8,Medium,1,11.97
4187,5187,96,71,86,91,73.2,Medium,1,9.68
4188,5188,52,47,63,57,54.3,Low,0,0.0
4189,5189,58,38,66,62,38.5,Low,0,0.0
4190,5190,78,63,71,74,68.0,Medium,1,16.56
4191,5191,88,63,94,91,61.5,Medium,1,12.49
4192,5192,52,50,68,60,53.8,Low,0,0.0
4193,5193,79,78,97,88,81.6,High,1,10.21
4194,5194,92,55,89,90,54.3,Low,0,0.0
4195,5195,95,70,89,92,70.5,Medium,1,8.21
4196,5196,57,34,50,53,38.7,Low,0,0.0
4197,5197,72,48,74,73,52.0,Low,0,0.0
4198,5198,54,35,56,55,38.8,Low,0,0.0
4199,5199,97,80,100,98,82.6,High,1,9.43
4200,5200,74,57,79,76,61.6,Medium,0,0.0
4201,5201,81,63,85,83,63.1,Medium,0,0.0
4202,5202,100,70,95,97,66.3,Medium,1,15.43
4203,5203,88,67,78,83,74.2,Medium,1,11.22
4204,5204,89,71,92,90,75.8,Medium,1,8.23
4205,5205,100,80,100,100,79.6,Medium,1,9.41
4206,5206,79,67,78,78,66.4,Medium,0,0.0
4207,5207,60,36,45,52,40.9,Low,0,0.0
4208,5208,70,39,64,67,45.6,Low,0,0.0
4209,5209,67,58,60,63,61.9,Medium,0,0.0
4210,5210,74,69,83,78,70.2,Medium,1,15.97
4211,5211,95,83,93,94,81.7,High,1,6.94
4212,5212,100,83,100,100,84.3,High,1,4.26
4213,5213,71,51,79,75,49.0,Low,0,0.0
4214,5214,100,82,94,97,81.6,High,1,7.3
4215,5215,70,60,68,69,63.3,Medium,1,7.45
4216,5216,61,53,64,62,54.9,Low,0,0.0
4217,5217,86,64,72,79,65.7,Medium,1,9.34
4218,5218,77,49,80,78,43.3,Low,0,0.0
4219,5219,64,42,67,65,48.0,Low,0,0.0
4220,5220,66,72,74,70,77.0,Medium,1,10.73
4221,5221,85,87,100,92,84.4,High,1,10.09
4222,5222,80,65,80,80,67.6,Medium,1,8.3
4223,5223,72,51,65,68,54.2,Low,0,0.0
4224,5224,79,51,70,74,54.7,Low,0,0.0
4225,5225,73,73,90,81,75.0,Medium,1,8.6
4226,5226,96,82,100,98,81.7,High,1,4.03
4227,5227,63,61,70,66,63.6,Medium,0,0.0
4228,5228,74,48,65,69,56.9,Low,0,0.0
4229,5229,82,66,81,81,67.4,Medium,1,15.45
4230,5230,65,49,71,68,53.9,Low,0,0.0
4231,5231,67,56,61,64,59.5,Low,0,0.0
4232,5232,75,82,95,85,76.8,Medium,1,14.88
4233,5233,81,76,83,82,75.1,Medium,1,10.15
4234,5234,88,70,81,84,74.0,Medium,1,11.22
4235,5235,82,53,65,73,61.9,Medium,1,17.67
4236,5236,56,51,65,60,50.2,Low,0,0.0
4237,5237,61,52,63,62,54.2,Low,0,0.0
4238,5238,77,44,80,78,44.3,Low,0,0.0
4239,5239,68,45,67,67,46.3,Low,0,0.0
4240,5240,56,44,50,53,52.6,Low,0,0.0
4241,5241,74,64,73,73,65.5,Medium,0,0.0
4242,5242,100,78,100,100,78.4,Medium,1,5.83
4243,5243,47,41,68,57,40.5,Low,0,0.0
4244,5244,96,87,100,98,85.9,High,1,4.26
4245,5245,60,34,54,57,40.9,Low,0,0.0
4246,5246,82,67,74,78,75.7,Medium,1,12.69
4247,5247,100,78,100,100,77.2,Medium,1,12.63
4248,5248,86,71,91,88,66.0,Medium,1,14.5
4249,5249,66,53,64,65,60.8,Medium,0,0.0
4250,5250,81,56,66,73,61.6,Medium,1,5.18
4251,5251,100,79,97,98,76.3,Medium,1,5.39
4252,5252,58,30,45,51,34.8,Low,0,0.0
4253,5253,91,57,86,88,60.9,Medium,0,0.0
4254,5254,75,55,69,72,66.6,Medium,0,0.0
4255,5255,100,75,100,100,75.2,Medium,1,16.94
4256,5256,69,48,68,68,52.5,Low,0,0.0
4257,5257,100,70,100,100,70.2,Medium,1,17.93
4258,5258,57,37,53,55,45.9,Low,0,0.0
4259,5259,74,58,84,79,57.1,Low,0,0.0
4260,5260,88,75,94,91,76.3,Medium,0,0.0
4261,5261,80,56,76,78,65.3,Medium,1,8.71
4262,5262,88,62,83,85,68.6,Medium,1,8.01
4263,5263,97,70,85,91,77.4,Medium,1,5.8
4264,5264,66,56,70,68,59.0,Low,0,0.0
4265,5265,56,42,62,59,49.2,Low,0,0.0
4266,5266,72,61,85,78,59.6,Low,0,0.0
4267,5267,71,64,82,76,69.5,Medium,1,14.63
4268,5268,83,66,77,80,64.2,Medium,0,0.0
4269,5269,100,71,100,100,73.9,Medium,0,0.0
4270,5270,78,58,80,79,56.9,Low,0,0.0
4271,5271,70,44,70,70,48.5,Low,0,0.0
4272,5272,74,54,67,70,60.3,Medium,0,0.0
4273,5273,90,78,100,95,78.6,Medium,1,11.45
4274,5274,56,48,64,60,55.1,Low,0,0.0
4275,5275,83,75,90,86,77.0,Medium,1,12.59
4276,5276,58,51,64,61,53.8,Low,0,0.0
4277,5277,50,46,55,52,52.6,Low,0,0.0
4278,5278,45,56,74,59,52.7,Low,1,16.14
4279,5279,57,43,58,57,43.3,Low,0,0.0
4280,5280,57,37,60,58,37.4,Low,0,0.0
4281,5281,51,42,57,54,46.8,Low,0,0.0
4282,5282,31,31,35,33,40.0,Low,0,0.0
4283,5283,32,30,45,38,37.8,Low,0,0.0
4284,5284,81,57,78,79,59.5,Low,1,7.47
4285,5285,55,38,54,54,47.1,Low,0,0.0
4286,5286,54,41,58,56,42.9,Low,0,0.0
4287,5287,98,81,92,95,83.0,High,1,4.65
4288,5288,91,70,94,92,72.3,Medium,1,17.11
4289,5289,87,69,79,83,69.7,Medium,1,8.31
4290,5290,100,87,100,100,85.7,High,1,8.6
4291,5291,70,80,90,80,78.5,Medium,1,4.32
4292,5292,81,70,90,85,71.1,Medium,1,5.47
4293,5293,77,49,80,78,49.1,Low,0,0.0
4294,5294,61,37,53,57,46.2,Low,0,0.0
4295,5295,91,68,81,86,74.3,Medium,1,6.87
4296,5296,77,52,72,74,63.5,Medium,1,4.71
4297,5297,82,73,91,86,69.4,Medium,1,9.42
4298,5298,68,51,81,74,51.6,Low,0,0.0
4299,5299,81,58,85,83,57.9,Low,0,0.0
4300,5300,100,82,100,100,81.0,High,1,14.39
4301,5301,100,82,100,100,82.1,High,1,4.45
4302,5302,79,52,67,73,52.5,Low,0,0.0
4303,5303,64,42,61,62,40.3,Low,0,0.0
4304,5304,73,37,47,60,42.6,Low,0,0.0
4305,5305,55,51,75,65,50.2,Low,0,0.0
4306,5306,73,46,70,71,46.9,Low,0,0.0
4307,5307,59,41,58,58,44.5,Low,0,0.0
4308,5308,92,74,89,90,81.4,High,1,6.67
4309,5309,88,83,96,92,80.1,High,1,17.89
4310,5310,56,48,55,55,51.5,Low,0,0.0
4311,5311,55,47,66,60,45.8,Low,0,0.0
4312,5312,94,77,95,94,79.5,Medium,1,4.76
4313,5313,65,47,76,70,47.0,Low,0,0.0
4314,5314,71,50,72,71,49.0,Low,0,0.0
4315,5315,65,42,57,61,47.5,Low,0,0.0
4316,5316,46,39,51,48,40.6,Low,0,0.0
4317,5317,79,49,66,72,49.9,Low,0,0.0
4318,5318,74,60,64,69,70.7,Medium,1,15.78
4319,5319,100,80,100,100,77.8,Medium,1,4.04
4320,5320,91,76,89,90,78.8,Medium,1,16.69
4321,5321,77,52,82,79,54.0,Low,0,0.0
4322,5322,71,65,78,74,70.2,Medium,1,10.07
4323,5323,75,62,79,77,65.5,Medium,0,0.0
4324,5324,82,68,85,83,66.4,Medium,0,0.0
