attendance_id,student_id,semester,attendance_percentage,classes_attended,classes_conducted,low_attendance
2677,3677,2,98,147,150,False
2678,3678,6,99,148,150,False
2679,3679,7,90,135,150,False
2680,3680,8,77,115,150,False
2681,3681,6,90,135,150,False
2682,3682,2,84,126,150,False
2683,3683,3,93,139,150,False
2684,3684,7,95,142,150,False
2685,3685,7,78,117,150,False
2686,3686,1,77,115,150,False
2687,3687,4,86,129,150,False
2688,3688,2,86,129,150,False
2689,3689,3,88,132,150,False
2690,3690,5,91,136,150,False
2691,3691,1,76,114,150,False
2692,3692,3,75,112,150,False
2693,3693,6,75,112,150,False
2694,3694,5,97,145,150,False
2695,3695,7,90,135,150,False
2696,3696,8,88,132,150,False
2697,3697,3,86,129,150,False
2698,3698,2,87,130,150,False
2699,3699,4,84,126,150,False
2700,3700,8,100,150,150,False
2701,3701,3,92,138,150,False
2702,3702,7,88,132,150,False
2703,3703,5,76,114,150,False
2704,3704,2,85,127,150,False
2705,3705,6,88,132,150,False
2706,3706,3,83,124,150,False
2707,3707,2,86,129,150,False
2708,3708,3,77,115,150,False
2709,3709,8,83,124,150,False
2710,3710,6,90,135,150,False
2711,3711,8,100,150,150,False
2712,3712,5,78,117,150,False
2713,3713,1,91,136,150,False
2714,3714,3,88,132,150,False
2715,3715,3,96,144,150,False
2716,3716,4,92,138,150,False
2717,3717,4,97,145,150,False
2718,3718,6,92,138,150,False
2719,3719,4,87,130,150,False
2720,3720,8,84,126,150,False
2721,3721,4,84,126,150,False
2722,3722,8,77,115,150,False
2723,3723,1,84,126,150,False
2724,3724,2,100,150,150,False
2725,3725,3,83,124,150,False
2726,3726,5,91,136,150,False
2727,3727,1,100,150,150,False
2728,3728,7,92,138,150,False
2729,3729,1,83,124,150,False
2730,3730,8,78,117,150,False
2731,3731,1,100,150,150,False
2732,3732,4,85,127,150,False
2733,3733,6,88,132,150,False
2734,3734,8,91,136,150,False
2735,3735,7,79,118,150,False
2736,3736,6,79,118,150,False
2737,3737,2,82,123,150,False
2738,3738,3,80,120,150,False
2739,3739,1,95,142,150,False
2740,3740,3,91,136,150,False
2741,3741,3,73,109,150,True
2742,3742,3,81,121,150,False
2743,3743,7,83,124,150,False
2744,3744,4,96,144,150,False
2745,3745,5,83,124,150,False
2746,3746,8,89,133,150,False
2747,3747,3,82,123,150,False
2748,3748,4,85,127,150,False
2749,3749,1,86,129,150,False
2750,3750,4,87,130,150,False
2751,3751,6,78,117,150,False
2752,3752,8,80,120,150,False
2753,3753,5,85,127,150,False
2754,3754,6,82,123,150,False
2755,3755,5,94,141,150,False
2756,3756,4,89,133,150,False
2757,3757,3,96,144,150,False
2758,3758,1,94,141,150,False
2759,3759,4,85,127,150,False
2760,3760,4,73,109,150,True
2761,3761,4,76,114,150,False
2762,3762,1,78,117,150,False
2763,3763,7,77,115,150,False
2764,3764,1,85,127,150,False
2765,3765,6,83,124,150,False
2766,3766,5,81,121,150,False
2767,3767,1,75,112,150,False
2768,3768,1,91,136,150,False
2769,3769,2,84,126,150,False
2770,3770,7,99,148,150,False
2771,3771,4,100,150,150,False
2772,3772,7,63,94,150,True
2773,3773,3,86,129,150,False
2774,3774,4,100,150,150,False
2775,3775,3,85,127,150,False
2776,3776,6,100,150,150,False
2777,3777,6,65,97,150,True
2778,3778,5,77,115,150,False
2779,3779,7,93,139,150,False
2780,3780,3,96,144,150,False
2781,3781,6,94,141,150,False
2782,3782,7,87,130,150,False
2783,3783,6,68,102,150,True
2784,3784,5,90,135,150,False
2785,3785,3,89,133,150,False
2786,3786,7,74,111,150,True
2787,3787,5,96,144,150,False
2788,3788,2,82,123,150,False
2789,3789,6,90,135,150,False
2790,3790,2,92,138,150,False
2791,3791,2,100,150,150,False
2792,3792,3,96,144,150,False
2793,3793,7,86,129,150,False
2794,3794,6,89,133,150,False
2795,3795,7,90,135,150,False
2796,3796,4,83,124,150,False
2797,3797,1,83,124,150,False
2798,3798,7,83,124,150,False
2799,3799,6,99,148,150,False
2800,3800,1,88,132,150,False
2801,3801,5,97,145,150,False
2802,3802,6,97,145,150,False
2803,3803,2,82,123,150,False
2804,3804,8,83,124,150,False
2805,3805,6,88,132,150,False
2806,3806,2,84,126,150,False
2807,3807,8,91,136,150,False
2808,3808,5,80,120,150,False
2809,3809,5,92,138,150,False
2810,3810,8,77,115,150,False
2811,3811,2,80,120,150,False
2812,3812,8,93,139,150,False
2813,3813,4,100,150,150,False
2814,3814,8,87,130,150,False
2815,3815,2,85,127,150,False
2816,3816,3,92,138,150,False
2817,3817,3,94,141,150,False
2818,3818,7,83,124,150,False
2819,3819,7,81,121,150,False
2820,3820,4,93,139,150,False
2821,3821,8,81,121,150,False
2822,3822,4,90,135,150,False
2823,3823,1,81,121,150,False
2824,3824,2,80,120,150,False
2825,3825,6,93,139,150,False
2826,3826,2,89,133,150,False
2827,3827,3,88,132,150,False
2828,3828,2,81,121,150,False
2829,3829,2,91,136,150,False
2830,3830,7,89,133,150,False
2831,3831,4,88,132,150,False
2832,3832,6,84,126,150,False
2833,3833,8,90,135,150,False
2834,3834,3,92,138,150,False
2835,3835,2,80,120,150,False
2836,3836,4,100,150,150,False
2837,3837,4,91,136,150,False
2838,3838,2,88,132,150,False
2839,3839,1,100,150,150,False
2840,3840,4,89,133,150,False
2841,3841,5,98,147,150,False
2842,3842,1,88,132,150,False
2843,3843,5,96,144,150,False
2844,3844,2,82,123,150,False
2845,3845,3,79,118,150,False
2846,3846,7,75,112,150,False
2847,3847,4,86,129,150,False
2848,3848,8,84,126,150,False
2849,3849,7,75,112,150,False
2850,3850,3,76,114,150,False
2851,3851,1,91,136,150,False
2852,3852,3,86,129,150,False
2853,3853,7,82,123,150,False
2854,3854,5,95,142,150,False
2855,3855,2,88,132,150,False
2856,3856,1,89,133,150,False
2857,3857,7,89,133,150,False
2858,3858,7,86,129,150,False
2859,3859,3,86,129,150,False
2860,3860,3,85,127,150,False
2861,3861,2,70,105,150,True
2862,3862,2,84,126,150,False
2863,3863,1,88,132,150,False
2864,3864,1,88,132,150,False
2865,3865,6,87,130,150,False
2866,3866,2,76,114,150,False
2867,3867,1,95,142,150,False
2868,3868,8,91,136,150,False
2869,3869,3,70,105,150,True
2870,3870,3,75,112,150,False
2871,3871,5,87,130,150,False
2872,3872,8,87,130,150,False
2873,3873,3,86,129,150,False
2874,3874,7,87,130,150,False
2875,3875,6,97,145,150,False
2876,3876,2,84,126,150,False
2877,3877,4,85,127,150,False
2878,3878,8,84,126,150,False
2879,3879,6,86,129,150,False
2880,3880,7,74,111,150,True
2881,3881,5,95,142,150,False
2882,3882,1,92,138,150,False
2883,3883,3,82,123,150,False
2884,3884,7,97,145,150,False
2885,3885,2,100,150,150,False
2886,3886,5,75,112,150,False
2887,3887,5,85,127,150,False
2888,3888,7,86,129,150,False
2889,3889,4,89,133,150,False
2890,3890,4,90,135,150,False
2891,3891,4,91,136,150,False
2892,3892,7,95,142,150,False
2893,3893,5,83,124,150,False
2894,3894,6,100,150,150,False
2895,3895,4,94,141,150,False
2896,3896,1,89,133,150,False
2897,3897,1,86,129,150,False
2898,3898,4,85,127,150,False
2899,3899,7,78,117,150,False
2900,3900,1,94,141,150,False
2901,3901,1,85,127,150,False
2902,3902,4,94,141,150,False
2903,3903,6,97,145,150,False
2904,3904,3,100,150,150,False
2905,3905,4,72,108,150,True
2906,3906,4,100,150,150,False
2907,3907,7,88,132,150,False
2908,3908,5,79,118,150,False
2909,3909,8,99,148,150,False
2910,3910,1,88,132,150,False
2911,3911,7,95,142,150,False
2912,3912,8,85,127,150,False
2913,3913,7,79,118,150,False
2914,3914,8,98,147,150,False
2915,3915,5,95,142,150,False
2916,3916,2,87,130,150,False
2917,3917,4,88,132,150,False
2918,3918,7,84,126,150,False
2919,3919,6,89,133,150,False
2920,3920,7,73,109,150,True
2921,3921,3,80,120,150,False
2922,3922,2,90,135,150,False
2923,3923,6,90,135,150,False
2924,3924,6,87,130,150,False
2925,3925,4,92,138,150,False
2926,3926,4,88,132,150,False
2927,3927,2,70,105,150,True
2928,3928,2,95,142,150,False
2929,3929,4,81,121,150,False
2930,3930,3,95,142,150,False
2931,3931,5,76,114,150,False
2932,3932,6,77,115,150,False
2933,3933,7,100,150,150,False
2934,3934,8,84,126,150,False
2935,3935,6,83,124,150,False
2936,3936,6,89,133,150,False
2937,3937,2,76,114,150,False
2938,3938,8,85,127,150,False
2939,3939,3,98,147,150,False
2940,3940,8,88,132,150,False
2941,3941,7,88,132,150,False
2942,3942,6,82,123,150,False
2943,3943,2,85,127,150,False
2944,3944,4,91,136,150,False
2945,3945,7,80,120,150,False
2946,3946,8,93,139,150,False
2947,3947,2,78,117,150,False
2948,3948,3,100,150,150,False
2949,3949,8,96,144,150,False
2950,3950,6,78,117,150,False
2951,3951,3,93,139,150,False
2952,3952,4,91,136,150,False
2953,3953,7,84,126,150,False
2954,3954,7,92,138,150,False
2955,3955,5,74,111,150,True
2956,3956,3,76,114,150,False
2957,3957,8,82,123,150,False
2958,3958,7,70,105,150,True
2959,3959,2,74,111,150,True
2960,3960,1,80,120,150,False
2961,3961,4,99,148,150,False
2962,3962,6,88,132,150,False
2963,3963,2,75,112,150,False
2964,3964,8,95,142,150,False
2965,3965,8,89,133,150,False
2966,3966,7,76,114,150,False
2967,3967,7,89,133,150,False
2968,3968,4,92,138,150,False
2969,3969,3,86,129,150,False
2970,3970,2,86,129,150,False
2971,3971,2,74,111,150,True
2972,3972,6,99,148,150,False
2973,3973,1,91,136,150,False
2974,3974,4,87,130,150,False
2975,3975,7,91,136,150,False
2976,3976,7,88,132,150,False
2977,3977,1,89,133,150,False
2978,3978,8,84,126,150,False
2979,3979,4,91,136,150,False
2980,3980,1,77,115,150,False
2981,3981,7,79,118,150,False
2982,3982,1,74,111,150,True
2983,3983,5,79,118,150,False
2984,3984,7,96,144,150,False
2985,3985,8,92,138,150,False
2986,3986,3,88,132,150,False
2987,3987,2,88,132,150,False
2988,3988,4,81,121,150,False
2989,3989,3,86,129,150,False
2990,3990,8,89,133,150,False
2991,3991,3,83,124,150,False
2992,3992,5,84,126,150,False
2993,3993,7,86,129,150,False
2994,3994,8,79,118,150,False
2995,3995,7,90,135,150,False
2996,3996,4,83,124,150,False
2997,3997,8,96,144,150,False
2998,3998,2,94,141,150,False
2999,3999,1,88,132,150,False
3000,4000,1,93,139,150,False
3001,4001,8,82,123,150,False
3002,4002,3,84,126,150,False
3003,4003,2,89,133,150,False
3004,4004,7,74,111,150,True
3005,4005,7,89,133,150,False
3006,4006,6,85,127,150,False
3007,4007,5,85,127,150,False
3008,4008,6,82,123,150,False
3009,4009,5,75,112,150,False
3010,4010,3,88,132,150,False
3011,4011,2,100,150,150,False
3012,4012,4,87,130,150,False
3013,4013,5,77,115,150,False
3014,4014,7,99,148,150,False
3015,4015,4,90,135,150,False
3016,4016,5,90,135,150,False
3017,4017,8,92,138,150,False
3018,4018,2,94,141,150,False
3019,4019,1,100,150,150,False
3020,4020,1,86,129,150,False
3021,4021,6,92,138,150,False
3022,4022,8,85,127,150,False
3023,4023,4,91,136,150,False
3024,4024,8,92,138,150,False
3025,4025,1,87,130,150,False
3026,4026,4,100,150,150,False
3027,4027,4,77,115,150,False
3028,4028,4,90,135,150,False
3029,4029,5,88,132,150,False
3030,4030,2,98,147,150,False
3031,4031,7,91,136,150,False
3032,4032,1,83,124,150,False
3033,4033,7,88,132,150,False
3034,4034,8,90,135,150,False
3035,4035,2,98,147,150,False
3036,4036,3,95,142,150,False
3037,4037,7,90,135,150,False
3038,4038,8,94,141,150,False
3039,4039,5,89,133,150,False
3040,4040,8,90,135,150,False
3041,4041,8,100,150,150,False
3042,4042,2,84,126,150,False
3043,4043,1,100,150,150,False
3044,4044,5,89,133,150,False
3045,4045,5,88,132,150,False
3046,4046,7,81,121,150,False
3047,4047,8,87,130,150,False
3048,4048,3,88,132,150,False
3049,4049,3,79,118,150,False
3050,4050,2,89,133,150,False
3051,4051,1,96,144,150,False
3052,4052,3,100,150,150,False
3053,4053,3,87,130,150,False
3054,4054,1,81,121,150,False
3055,4055,8,83,124,150,False
3056,4056,5,83,124,150,False
3057,4057,2,92,138,150,False
3058,4058,8,88,132,150,False
3059,4059,1,81,121,150,False
3060,4060,3,90,135,150,False
3061,4061,7,84,126,150,False
3062,4062,2,86,129,150,False
3063,4063,8,96,144,150,False
3064,4064,7,98,147,150,False
3065,4065,8,90,135,150,False
3066,4066,5,83,124,150,False
3067,4067,7,99,148,150,False
3068,4068,7,84,126,150,False
3069,4069,8,80,120,150,False
3070,4070,1,79,118,150,False
3071,4071,2,91,136,150,False
3072,4072,7,80,120,150,False
3073,4073,2,90,135,150,False
3074,4074,7,92,138,150,False
3075,4075,7,89,133,150,False
3076,4076,8,96,144,150,False
3077,4077,4,83,124,150,False
3078,4078,1,100,150,150,False
3079,4079,1,78,117,150,False
3080,4080,4,88,132,150,False
3081,4081,2,94,141,150,False
3082,4082,7,89,133,150,False
3083,4083,8,82,123,150,False
3084,4084,7,79,118,150,False
3085,4085,7,86,129,150,False
3086,4086,2,84,126,150,False
3087,4087,2,79,118,150,False
3088,4088,6,98,147,150,False
3089,4089,8,93,139,150,False
3090,4090,1,84,126,150,False
3091,4091,8,87,130,150,False
3092,4092,2,88,132,150,False
3093,4093,5,84,126,150,False
3094,4094,2,74,111,150,True
3095,4095,2,89,133,150,False
3096,4096,3,99,148,150,False
3097,4097,8,97,145,150,False
3098,4098,7,78,117,150,False
3099,4099,4,88,132,150,False
3100,4100,4,94,141,150,False
3101,4101,8,94,141,150,False
3102,4102,1,72,108,150,True
3103,4103,2,82,123,150,False
3104,4104,2,100,150,150,False
3105,4105,6,79,118,150,False
3106,4106,8,90,135,150,False
3107,4107,5,88,132,150,False
3108,4108,6,95,142,150,False
3109,4109,8,74,111,150,True
3110,4110,2,100,150,150,False
3111,4111,1,87,130,150,False
3112,4112,5,74,111,150,True
3113,4113,5,79,118,150,False
3114,4114,1,88,132,150,False
3115,4115,7,92,138,150,False
3116,4116,6,82,123,150,False
3117,4117,3,94,141,150,False
3118,4118,7,78,117,150,False
3119,4119,5,78,117,150,False
3120,4120,6,80,120,150,False
3121,4121,1,77,115,150,False
3122,4122,8,85,127,150,False
3123,4123,8,91,136,150,False
3124,4124,2,87,130,150,False
3125,4125,1,94,141,150,False
3126,4126,5,89,133,150,False
3127,4127,7,87,130,150,False
3128,4128,7,91,136,150,False
3129,4129,2,85,127,150,False
3130,4130,8,93,139,150,False
3131,4131,4,96,144,150,False
3132,4132,8,84,126,150,False
3133,4133,4,92,138,150,False
3134,4134,6,85,127,150,False
3135,4135,7,81,121,150,False
3136,4136,6,81,121,150,False
3137,4137,1,81,121,150,False
3138,4138,8,81,121,150,False
3139,4139,8,71,106,150,True
3140,4140,4,81,121,150,False
3141,4141,3,89,133,150,False
3142,4142,4,87,130,150,False
3143,4143,5,97,145,150,False
3144,4144,7,91,136,150,False
3145,4145,8,76,114,150,False
3146,4146,7,76,114,150,False
3147,4147,6,95,142,150,False
3148,4148,3,78,117,150,False
3149,4149,7,91,136,150,False
3150,4150,5,88,132,150,False
3151,4151,3,73,109,150,True
3152,4152,5,96,144,150,False
3153,4153,1,87,130,150,False
3154,4154,8,93,139,150,False
3155,4155,3,92,138,150,False
3156,4156,7,84,126,150,False
3157,4157,1,91,136,150,False
3158,4158,8,90,135,150,False
3159,4159,6,86,129,150,False
3160,4160,6,94,141,150,False
3161,4161,4,90,135,150,False
3162,4162,7,73,109,150,True
3163,4163,4,83,124,150,False
3164,4164,6,78,117,150,False
3165,4165,3,94,141,150,False
3166,4166,5,96,144,150,False
3167,4167,5,82,123,150,False
3168,4168,2,90,135,150,False
3169,4169,4,100,150,150,False
3170,4170,4,96,144,150,False
3171,4171,5,78,117,150,False
3172,4172,8,85,127,150,False
3173,4173,4,84,126,150,False
3174,4174,1,84,126,150,False
3175,4175,3,100,150,150,False
3176,4176,6,84,126,150,False
3177,4177,2,89,133,150,False
3178,4178,7,90,135,150,False
3179,4179,5,83,124,150,False
3180,4180,2,95,142,150,False
3181,4181,5,76,114,150,False
3182,4182,4,86,129,150,False
3183,4183,8,88,132,150,False
3184,4184,1,91,136,150,False
3185,4185,6,98,147,150,False
3186,4186,8,93,139,150,False
3187,4187,8,92,138,150,False
3188,4188,5,96,144,150,False
3189,4189,3,87,130,150,False
3190,4190,3,71,106,150,True
3191,4191,6,95,142,150,False
3192,4192,3,97,145,150,False
3193,4193,4,98,147,150,False
3194,4194,5,89,133,150,False
3195,4195,8,82,123,150,False
3196,4196,3,100,150,150,False
3197,4197,5,85,127,150,False
3198,4198,4,84,126,150,False
3199,4199,7,94,141,150,False
3200,4200,4,82,123,150,False
3201,4201,3,78,117,150,False
3202,4202,2,93,139,150,False
3203,4203,2,86,129,150,False
3204,4204,3,73,109,150,True
3205,4205,8,82,123,150,False
3206,4206,1,80,120,150,False
3207,4207,8,86,129,150,False
3208,4208,7,84,126,150,False
3209,4209,6,75,112,150,False
3210,4210,6,90,135,150,False
3211,4211,1,80,120,150,False
3212,4212,1,81,121,150,False
3213,4213,5,78,117,150,False
3214,4214,3,100,150,150,False
3215,4215,4,96,144,150,False
3216,4216,8,100,150,150,False
3217,4217,3,82,123,150,False
3218,4218,2,83,124,150,False
3219,4219,1,95,142,150,False
3220,4220,4,69,103,150,True
3221,4221,8,100,150,150,False
3222,4222,2,83,124,150,False
3223,4223,5,81,121,150,False
3224,4224,8,94,141,150,False
3225,4225,4,87,130,150,False
3226,4226,7,78,117,150,False
3227,4227,7,99,148,150,False
3228,4228,5,84,126,150,False
3229,4229,4,88,132,150,False
3230,4230,5,93,139,150,False
3231,4231,6,81,121,150,False
3232,4232,2,88,132,150,False
3233,4233,4,95,142,150,False
3234,4234,5,86,129,150,False
3235,4235,2,100,150,150,False
3236,4236,2,90,135,150,False
3237,4237,6,94,141,150,False
3238,4238,2,79,118,150,False
3239,4239,6,96,144,150,False
3240,4240,6,95,142,150,False
3241,4241,1,89,133,150,False
3242,4242,5,81,121,150,False
3243,4243,6,88,132,150,False
3244,4244,7,73,109,150,True
3245,4245,2,83,124,150,False
3246,4246,2,96,144,150,False
3247,4247,1,100,150,150,False
3248,4248,5,84,126,150,False
3249,4249,4,100,150,150,False
3250,4250,7,92,138,150,False
3251,4251,3,92,138,150,False
3252,4252,2,98,147,150,False
3253,4253,3,82,123,150,False
3254,4254,6,100,150,150,False
3255,4255,2,93,139,150,False
3256,4256,1,90,135,150,False
3257,4257,3,84,126,150,False
3258,4258,8,98,147,150,False
3259,4259,7,88,132,150,False
3260,4260,7,90,135,150,False
3261,4261,5,83,124,150,False
3262,4262,7,97,145,150,False
3263,4263,5,86,129,150,False
3264,4264,8,93,139,150,False
3265,4265,6,83,124,150,False
3266,4266,8,90,135,150,False
3267,4267,6,76,114,150,False
3268,4268,4,84,126,150,False
3269,4269,8,93,139,150,False
3270,4270,3,86,129,150,False
3271,4271,3,86,129,150,False
3272,4272,6,83,124,150,False
3273,4273,2,92,138,150,False
3274,4274,7,82,123,150,False
3275,4275,7,81,121,150,False
3276,4276,7,94,141,150,False
3277,4277,6,93,139,150,False
3278,4278,3,78,117,150,False
3279,4279,4,94,141,150,False
3280,4280,6,100,150,150,False
3281,4281,6,99,148,150,False
3282,4282,8,67,100,150,True
3283,4283,1,78,117,150,False
3284,4284,1,80,120,150,False
3285,4285,7,96,144,150,False
3286,4286,6,93,139,150,False
3287,4287,6,99,148,150,False
3288,4288,6,85,127,150,False
3289,4289,8,82,123,150,False
3290,4290,1,82,123,150,False
3291,4291,7,79,118,150,False
3292,4292,5,94,141,150,False
3293,4293,3,81,121,150,False
3294,4294,7,85,127,150,False
3295,4295,5,88,132,150,False
3296,4296,5,88,132,150,False
3297,4297,8,83,124,150,False
3298,4298,7,89,133,150,False
3299,4299,8,90,135,150,False
3300,4300,1,77,115,150,False
3301,4301,6,81,121,150,False
3302,4302,1,89,133,150,False
3303,4303,4,82,123,150,False
3304,4304,7,85,127,150,False
3305,4305,5,89,133,150,False
3306,4306,6,87,130,150,False
3307,4307,8,88,132,150,False
3308,4308,8,87,130,150,False
3309,4309,2,70,105,150,True
3310,4310,3,88,132,150,False
3311,4311,6,98,147,150,False
3312,4312,1,89,133,150,False
3313,4313,4,80,120,150,False
3314,4314,8,87,130,150,False
3315,4315,1,95,142,150,False
3316,4316,5,76,114,150,False
3317,4317,8,95,142,150,False
3318,4318,8,79,118,150,False
3319,4319,5,94,141,150,False
3320,4320,3,87,130,150,False
3321,4321,1,84,126,150,False
3322,4322,4,90,135,150,False
3323,4323,5,100,150,150,False
3324,4324,2,86,129,150,False
3325,4325,6,81,121,150,False
3326,4326,2,92,138,150,False
3327,4327,8,88,132,150,False
3328,4328,6,94,141,150,False
3329,4329,2,96,144,150,False
3330,4330,1,77,115,150,False
3331,4331,3,86,129,150,False
3332,4332,1,85,127,150,False
3333,4333,3,85,127,150,False
3334,4334,7,91,136,150,False
3335,4335,8,80,120,150,False
3336,4336,8,73,109,150,True
3337,4337,8,100,150,150,False
3338,4338,2,91,136,150,False
3339,4339,4,90,135,150,False
3340,4340,5,87,130,150,False
3341,4341,8,75,112,150,False
3342,4342,6,89,133,150,False
3343,4343,7,85,127,150,False
3344,4344,8,91,136,150,False
3345,4345,5,90,135,150,False
3346,4346,4,87,130,150,False
3347,4347,6,89,133,150,False
3348,4348,2,96,144,150,False
3349,4349,3,78,117,150,False
3350,4350,8,82,123,150,False
3351,4351,2,75,112,150,False
3352,4352,3,94,141,150,False
3353,4353,2,82,123,150,False
3354,4354,2,92,138,150,False
3355,4355,8,83,124,150,False
3356,4356,3,89,133,150,False
3357,4357,7,97,145,150,False
3358,4358,8,100,150,150,False
3359,4359,2,90,135,150,False
3360,4360,7,88,132,150,False
3361,4361,8,82,123,150,False
3362,4362,1,100,150,150,False
3363,4363,1,83,124,150,False
3364,4364,1,84,126,150,False
3365,4365,8,82,123,150,False
3366,4366,3,84,126,150,False
3367,4367,5,91,136,150,False
3368,4368,2,86,129,150,False
3369,4369,1,79,118,150,False
3370,4370,2,85,127,150,False
3371,4371,4,84,126,150,False
3372,4372,7,90,135,150,False
3373,4373,1,90,135,150,False
3374,4374,8,70,105,150,True
3375,4375,1,91,136,150,False
3376,4376,8,91,136,150,False
3377,4377,5,82,123,150,False
3378,4378,4,84,126,150,False
3379,4379,7,79,118,150,False
3380,4380,3,76,114,150,False
3381,4381,6,68,102,150,True
3382,4382,1,89,133,150,False
3383,4383,7,84,126,150,False
3384,4384,5,89,133,150,False
3385,4385,2,78,117,150,False
3386,4386,3,100,150,150,False
3387,4387,3,79,118,150,False
3388,4388,5,79,118,150,False
3389,4389,3,90,135,150,False
3390,4390,2,93,139,150,False
3391,4391,7,82,123,150,False
3392,4392,4,79,118,150,False
3393,4393,1,88,132,150,False
3394,4394,8,86,129,150,False
3395,4395,7,83,124,150,False
3396,4396,6,91,136,150,False
3397,4397,1,91,136,150,False
3398,4398,1,97,145,150,False
3399,4399,7,84,126,150,False
3400,4400,1,82,123,150,False
3401,4401,6,97,145,150,False
3402,4402,4,87,130,150,False
3403,4403,3,100,150,150,False
3404,4404,1,92,138,150,False
3405,4405,8,86,129,150,False
3406,4406,3,88,132,150,False
3407,4407,6,100,150,150,False
3408,4408,1,83,124,150,False
3409,4409,6,70,105,150,True
3410,4410,3,92,138,150,False
3411,4411,8,98,147,150,False
3412,4412,2,91,136,150,False
3413,4413,3,97,145,150,False
3414,4414,2,93,139,150,False
3415,4415,6,94,141,150,False
3416,4416,8,83,124,150,False
3417,4417,7,78,117,150,False
3418,4418,7,79,118,150,False
3419,4419,2,76,114,150,False
3420,4420,3,85,127,150,False
3421,4421,1,75,112,150,False
3422,4422,4,77,115,150,False
3423,4423,5,100,150,150,False
3424,4424,5,100,150,150,False
3425,4425,2,76,114,150,False
3426,4426,8,83,124,150,False
3427,4427,8,85,127,150,False
3428,4428,7,90,135,150,False
3429,4429,2,77,115,150,False
3430,4430,6,79,118,150,False
3431,4431,5,100,150,150,False
3432,4432,5,85,127,150,False
3433,4433,6,75,112,150,False
3434,4434,1,100,150,150,False
3435,4435,7,88,132,150,False
3436,4436,1,66,99,150,True
3437,4437,7,99,148,150,False
3438,4438,7,100,150,150,False
3439,4439,5,88,132,150,False
3440,4440,4,93,139,150,False
3441,4441,1,83,124,150,False
3442,4442,8,86,129,150,False
3443,4443,2,79,118,150,False
3444,4444,8,88,132,150,False
3445,4445,1,100,150,150,False
3446,4446,2,78,117,150,False
3447,4447,2,100,150,150,False
3448,4448,7,90,135,150,False
3449,4449,1,77,115,150,False
3450,4450,2,69,103,150,True
3451,4451,4,85,127,150,False
3452,4452,6,80,120,150,False
3453,4453,3,69,103,150,True
3454,4454,7,100,150,150,False
3455,4455,2,87,130,150,False
3456,4456,4,89,133,150,False
3457,4457,8,92,138,150,False
3458,4458,6,99,148,150,False
3459,4459,2,97,145,150,False
3460,4460,4,100,150,150,False
3461,4461,5,78,117,150,False
3462,4462,6,89,133,150,False
3463,4463,8,77,115,150,False
3464,4464,3,87,130,150,False
3465,4465,5,83,124,150,False
3466,4466,7,92,138,150,False
3467,4467,5,83,124,150,False
3468,4468,5,80,120,150,False
3469,4469,2,99,148,150,False
3470,4470,2,87,130,150,False
3471,4471,1,100,150,150,False
3472,4472,4,88,132,150,False
3473,4473,5,83,124,150,False
3474,4474,1,99,148,150,False
3475,4475,2,87,130,150,False
3476,4476,8,100,150,150,False
3477,4477,7,83,124,150,False
3478,4478,1,98,147,150,False
3479,4479,1,75,112,150,False
3480,4480,1,100,150,150,False
3481,4481,1,83,124,150,False
3482,4482,6,92,138,150,False
3483,4483,2,90,135,150,False
3484,4484,1,91,136,150,False
3485,4485,4,93,139,150,False
3486,4486,7,83,124,150,False
3487,4487,3,100,150,150,False
3488,4488,3,86,129,150,False
3489,4489,8,100,150,150,False
3490,4490,3,83,124,150,False
3491,4491,7,81,121,150,False
3492,4492,6,88,132,150,False
3493,4493,1,81,121,150,False
3494,4494,8,88,132,150,False
3495,4495,7,91,136,150,False
3496,4496,7,89,133,150,False
3497,4497,4,95,142,150,False
3498,4498,5,81,121,150,False
3499,4499,1,88,132,150,False
3500,4500,5,92,138,150,False
3501,4501,6,73,109,150,True
3502,4502,2,88,132,150,False
3503,4503,1,79,118,150,False
3504,4504,1,98,147,150,False
3505,4505,7,85,127,150,False
3506,4506,3,81,121,150,False
3507,4507,6,85,127,150,False
3508,4508,1,70,105,150,True
3509,4509,3,97,145,150,False
3510,4510,1,96,144,150,False
3511,4511,3,79,118,150,False
3512,4512,7,100,150,150,False
3513,4513,1,88,132,150,False
3514,4514,7,100,150,150,False
3515,4515,7,90,135,150,False
3516,4516,5,87,130,150,False
3517,4517,4,73,109,150,True
3518,4518,4,99,148,150,False
3519,4519,4,88,132,150,False
3520,4520,7,79,118,150,False
3521,4521,4,91,136,150,False
3522,4522,4,91,136,150,False
3523,4523,5,84,126,150,False
3524,4524,3,100,150,150,False
3525,4525,4,77,115,150,False
3526,4526,3,81,121,150,False
3527,4527,7,89,133,150,False
3528,4528,6,89,133,150,False
3529,4529,3,78,117,150,False
3530,4530,3,100,150,150,False
3531,4531,1,81,121,150,False
3532,4532,7,90,135,150,False
3533,4533,5,87,130,150,False
3534,4534,1,94,141,150,False
3535,4535,6,76,114,150,False
3536,4536,8,92,138,150,False
3537,4537,8,85,127,150,False
3538,4538,3,90,135,150,False
3539,4539,4,100,150,150,False
3540,4540,7,85,127,150,False
3541,4541,8,80,120,150,False
3542,4542,8,81,121,150,False
3543,4543,7,71,106,150,True
3544,4544,6,96,144,150,False
3545,4545,8,93,139,150,False
3546,4546,4,88,132,150,False
3547,4547,6,87,130,150,False
3548,4548,5,92,138,150,False
